Bahnaric,Vietnamese,source,example_id,source_lang,target_lang
"Laeb caezcienz gij cidu anbaiz caeuq cwngcwz guhfap doidoengh song hamq gyaulouz gapguh、 gyalaeg song hamq yungzhab hwngfat、 baujcang beixnuengx Daizvanh vuenyungz, lienzhab gyoengq beixnuengx Daizvanh doengzcaez fanjdoiq ""Daizduz""、 coicaenh doengjit, raeuz itdingh ndaej hai ok aen daengzcog gyaeundei, minzcuz fukhwng ndaejbaenz.",完善促进两岸交流合作、深化两岸融合发展、保障台湾同胞福祉的制度安排和政策措施，团结广大台湾同胞共同反对“台独”、促进统一，我们一定能开创民族复兴的美好未来。,government_work_report,2129,za,zh
"Wngqdoiq daengx seiqgyaiq fatseng goekhux goenggungh veiswngh、 ginghci doek nyieg youqgaenj daengj doengh gij deuqnyex neix, gak guek hab dazfwngz baenaj.",应对公共卫生危机、经济严重衰退等全球性挑战，各国应携手共进。,government_work_report,2130,za,zh
"Cungguek yaek caeuq gak guek gyarengz gapguh fuengzre gaemhaed binghraq, coicaenh seiqgyaiq ginghci onjdingh, doicaenh daengx seiqgyaiq ceihleix, henhoh aen gozci dijhi aeu Lenzhozgoz guh cehsim caeuq aen gozci cizsi aeu gozcifaz guh giekdaej haenx, doidoengh cauhlaeb aen minghyinh caezcaemh vunzloih.",中国将同各国加强防疫合作，促进世界经济稳定，推进全球治理，维护以联合国为核心的国际体系和以国际法为基础的国际秩序，推动构建人类命运共同体。,government_work_report,2131,za,zh
"Cungguek giendingh mbouj bienq byaij diuz roen doxhuz hwngfat, youq ndaw gya'gvangq hailangh gyalaeg caeuq gak guek doxndei gapguh, Cungguek itcig dwg gij ligliengh youqgaenj coicaenh seiqgyaiq doxhuz onjdingh caeuq hwngfat mwnhoengh.",中国坚定不移走和平发展道路，在扩大开放中深化与各国友好合作，中国始终是促进世界和平稳定与发展繁荣的重要力量。,government_work_report,2132,za,zh
"Cunghvaz Minzcuz soqlaiz mbouj lau gannanz yungyiemj, gyoengq lwgminz Cungguek daihneix miz eiqceiq giendingh caeuq naengzlig dwkhingz sojmiz deuqnyex.",中华民族向来不畏艰难险阻，当代中国人民有战胜任何挑战的坚定意志和能力。,government_work_report,2133,za,zh
"Raeuz aeu engqgya gaenjmaed doxgiet youq seiqhenz aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh cehsim, yaengx sang fan geiz hungmbwk yiengh sevei cujyi miz gij daegsaek Cungguek, aeu Aen Swhsiengj Sevei Cujyi Miz Gij Daegsaek Cungguek Seizdaih Moq Siz Ginbingz bae dazyinx, coh nanz roemx bae, daihdamj buekguh, cingjdaej suenqveh doicaenh fuengzre gaemhaed binghraq caeuq ginghci nem ndawbiengz hwngfat, roengzrengz guhbaenz gij moegbiu yinvu daengx bi, vih dawz guek raeuz cauhlaeb baenz aen guekak sevei cujyi yendaiva fouqgiengz、 minzcuj、 vwnzmingz、 doxhuz、 gyaeundei ndeu, vih saedyienh aen loqsiengj Cungguek —— Cunghvaz Minzcuz fukhwng hungmbwk buekguh mbouj dingz!",我们要更加紧密地团结在以习近平同志为核心的党中央周围，高举中国特色社会主义伟大旗帜，以习近平新时代中国特色社会主义思想为指导，迎难而上，锐意进取，统筹推进疫情防控和经济社会发展，努力完成全年目标任务，为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国、实现中华民族伟大复兴的中国梦不懈奋斗！,government_work_report,2134,za,zh
Mwngz ndei!,你好！,textbook,2135,za,zh
Mwngz ndei! Mwngz heuh gijmaz coh?,你好！你叫什么名字？,textbook,2136,za,zh
Mwngz ndang ndei lwi?,你身体好吗？,textbook,2137,za,zh
Mbouj loek. Docih mwngz!,还不错。谢谢你！,textbook,2138,za,zh
Mboengqneix hong nyaengq lwi?,最近工作忙吗？,textbook,2139,za,zh
Mbouj nyaengq geijlai.,不怎么忙。,textbook,2140,za,zh
Mwngz daeuj mbanj dou geij baez la?,你来我们村几次了？,textbook,2141,za,zh
Gou daeuj baez daih'it.,我是第一次来。,textbook,2142,za,zh
Gou daeuj haujlai baez lo.,我来很多次了。,textbook,2143,za,zh
Mwngz nyinhnaeuz mbanj dou baenzlawzyiengh?,你觉得我们村怎么样？,textbook,2144,za,zh
"Gig gyaeundei, couhdwg liz yienhsingz gyae di, roen hix mbouj ndei byaij geijlai.",很漂亮，就是离县城远了点儿，路也不大好走。,textbook,2145,za,zh
Gwn haeux haet mboujcaengz ne?,吃饭早饭了吗？,textbook,2146,za,zh
Gwn haeux ringz mboujcaengz ne?,吃饭午饭了吗？,textbook,2147,za,zh
Gwn haeux caeuz mboujcaengz ne?,吃饭晚饭了吗？,textbook,2148,za,zh
Gwn gvaq lo. Mwngz ne?,吃过了。你呢？,textbook,2149,za,zh
Mboujcaengz ne.,还没有呢。,textbook,2150,za,zh
Mwngz yaek bae gizlawz?,你要去哪儿？,textbook,2151,za,zh
Gou yaek bae Namzningz.,我要去南宁。,textbook,2152,za,zh
Mwngz yaek bae geij ngoenz?,你要去几天？,textbook,2153,za,zh
Bae haj ngoenz.,去五天。,textbook,2154,za,zh
"Gou hix yaek bae Namzningz geij ngoenz, raeuz caemhloh.",我也要去南宁几天，咱们同路。,textbook,2155,za,zh
"Nanz lai mbouj raen lo, geij bi neix mwngz bae gizlawz la?",很久不见了，这几年你去哪儿啦？,textbook,2156,za,zh
Bae Guengjdoeng dajgoeng lo.,去广东打工了。,textbook,2157,za,zh
Neix vihlawz youh mbouj bae la?,现在为什么又不去了？,textbook,2158,za,zh
"Mbouj bae lo. Geij bi neix gou youq rog hag ndaej di gisuz, siengj dauqma mbanjranz gag guh.",不去了。这几年我在外面学了些技术，想回家乡自己干。,textbook,2159,za,zh
"Gag dang lauxbanj, mbouj loek ha!",自己当老板，不错啊！,textbook,2160,za,zh
Gou gag gaisau mbat he.,我自我介绍一下。,textbook,2161,za,zh
"Gou singq Veiz, heuhguh Veiz Haij. Ro:xnaj mwngz gou gig sim'angq.",我姓韦，叫韦海。很高兴认识您。,textbook,2162,za,zh
Gou hix gig sim'angq roxnaj mwngz.,我也很高兴认识您。,textbook,2163,za,zh
Neix dwg mingzben gou.,这是我的名片。,textbook,2164,za,zh
"Neix dwg yah gou, Vangz Lingz.",这是我的妻子，黄玲。,textbook,2165,za,zh
"Gou daeuj gaisau mbat he: Neix dwg Linz lauxbanj, neix dwg Cangh cujyin.",我来介绍一下：这是林老板，这是张主任。,textbook,2166,za,zh
Linz lauxbanj dwg vunz gizlawz?,林老板是哪里人？,textbook,2167,za,zh
Gou dwg vunz Dwzbauj.,我是德保人。,textbook,2168,za,zh
"O! Gou hix dwg vunz Dwzbauj, raeuz dwg laujyangh.",哦！我也是德保人，咱们是老乡。,textbook,2169,za,zh
Cangh cujyin youq gizlawz gunghcoz?,张主任在哪儿工作？,textbook,2170,za,zh
Cangh cujyin youq yen nungzyezgiz gunghcoz.,张主任在县衣业局工作。,textbook,2171,za,zh
Boux de dwg bouxlawz?,那位是谁？,textbook,2172,za,zh
"Doiq mbouj gvaq, mwngz dwg Vangz Gangh sienseng lwi?",对不起，您是王刚先生吗？,textbook,2173,za,zh
"Dwg ha, gou dwg Vangz Gangh.",是的，我是王刚。,textbook,2174,za,zh
"Mbouj dwg, gou mbouj dwg Vangz Gangh, gou dwg Danz Mingz.",不是，我不是王刚，我是谭明。,textbook,2175,za,zh
"Mwngz daj Bwzswz daeuj, dwg lwi?",您来自百色，对吗？,textbook,2176,za,zh
"Mbouj dwg, gou daj Hozciz daeuj.",不是，我来自河池。,textbook,2177,za,zh
Hozciz yienh lawz?,河池哪个县？,textbook,2178,za,zh
Dunghlanz Yen.,东兰县。,textbook,2179,za,zh
Dunghlanz dwg gwzming laujgih ne!,东兰是革命老区呢！,textbook,2180,za,zh
"Dwg vei! Dunghlanz dwg diegseng Veiz Bazginz dungzci, Dwng Siujbingz dungzci hix daeuj gvaq.",是啊！东兰是韦拔群同志的家乡，邓小平同志也来过。,textbook,2181,za,zh
Bouxlawz ha?,谁呀？,textbook,2182,za,zh
Dwg. Mwngz dwg byawz?,是的。你是谁？,textbook,2183,za,zh
Gou dwg yangh ganbu Cinz Veih.,我是乡干部覃辉。,textbook,2184,za,zh
"O! Cinz dungzci, cingj haeujranz.",哦！覃同志，请进来。,textbook,2185,za,zh
Cingj naengh.,请坐。,textbook,2186,za,zh
Cingj gwn caz.,请喝茶。,textbook,2187,za,zh
Docih mwngz.,谢谢您。,textbook,2188,za,zh
Gaej guhhek.,别客气。,textbook,2189,za,zh
Cingj cit ien.,请抽烟。,textbook,2190,za,zh
"Gaiq bae ndei ha! Gou hix gaiq gvaq geij baez, couhdwg gaiq mbouj ndaej.",戒了好啊！我也戒了几次，就是戒不成。,textbook,2191,za,zh
Ranz sou miz geij boux vunz?,您家有几口人？,textbook,2192,za,zh
Haj boux: Meh gou、yah gou、daeglwg、dahlwg caeuq gou.,五口：我母亲、我妻子、一个儿子、一个女儿和我。,textbook,2193,za,zh
Bouxlaux geijlai bi la?,老人家多大年纪了？,textbook,2194,za,zh
Caet cib haj bi lo.,七十五岁了。,textbook,2195,za,zh
Ndang de lij ndei lwi?,她身体还好吧？,textbook,2196,za,zh
Ranz sou reih naz lai lwi?,你们家田地多吗？,textbook,2197,za,zh
"Mbouj suenq lai law. Reih bet moux, naz roek rnoux.",不算多。旱地八亩，水田六亩。,textbook,2198,za,zh
"Cawz ndaem haeuxnaz、haeuxyangz, lij ndaem oij、duhdoem、maenz caeuq maenzfaex dem.",除了种水稻、玉米，还种了甘庶、花生、红薯和木薯。,textbook,2199,za,zh
Ciengx miz duz maz lwi?,养有什么吗？,textbook,2200,za,zh
"Ciengx vei! Ciengx miz ngeih cib lai duz gaeq, sam cib lai duz bit, hix ciengx miz cib lai duz mou, lij ciengx miz daemz bya dem.",养啊！养了二十多只鸡，三十多只鸭，也养了十几头猪，还养了一池塘的鱼。,textbook,2201,za,zh
Souhaeuj baenzlawzyiengh?,收入怎么样？,textbook,2202,za,zh
Gvaq ndaej bae lo.,还行。,textbook,2203,za,zh
"Seizgan mbouj caeux lo, gou dauqbae lo.",时间不早了，我告辞了。,textbook,2204,za,zh
Ndei bae.,好走。,textbook,2205,za,zh
"Daegcungh, haemhneix mwngz ndaej hoengq lwi?",阿忠，今天晚上你有空吗？,textbook,2206,za,zh
Ndaej hoengq. Miz maz saeh ne?,有空。有什么事呢？,textbook,2207,za,zh
Gou caeuq Dahyingh siengj cingj mwngz caez bae yawj denyingj.,我和阿英想请你一起去看电影。,textbook,2208,za,zh
Gijmaz yingjben?,什么影片？,textbook,2209,za,zh
《Lajmbwn Fouz Caeg》.,《天下无贼》。,textbook,2210,za,zh
"O, gou yawj gvaq lo, sou gag bae yawj ba!",哦，我看过了，你们自己去看吧！,textbook,2211,za,zh
"Ngoenzcog dou bae haw, mwngz bae lwi?",明天我们赶集，你去吗？,textbook,2212,za,zh
Ndei ha! Gou cingq siengj ra vunz caez bae ne!,好啊！我正想找人一起去呢！,textbook,2213,za,zh
"Gou dauq siengj bae, couhdwg dahlwg mbouj miz vunz daiq.",我倒是想去，就是女儿没有人带。,textbook,2214,za,zh
Mwngz daiq bae mbouj ndaej ha?,你带去不行吗？,textbook,2215,za,zh
Haemhcog mwngz ndaej hoengq lwi? Gou siengj cingj mwngz daeuj ranz gou gwn caeuz.,明天晚上你有空吗？我想请你到我家吃晚饭。,textbook,2216,za,zh
Ndei ha! Miz maz saeh ndei?,好啊！有什么喜事？,textbook,2217,za,zh
"Caiq heuh song boux daeuj caez gwn geij cenj laeuj ba! Gou gizneix miz song bingz laeuj ndei, haemhcog gou dawz bae.",再叫上两个一起喝儿杯酒吧！我这里有两瓶好酒，明天晚上我带去。,textbook,2218,za,zh
"Ndei, couh yienghneix gonq.",行，那就先这样。,textbook,2219,za,zh
"Dingqnaeuz mboengqneix sou gizneix miz hawfwen, dwg lwi?",听说你们这里有歌 ，是吗？,textbook,2220,za,zh
Dwg vei! Mwngz siengj bae yawj lwi?,是啊！你想去看吗？,textbook,2221,za,zh
Siengj ha! Danghnaeuz ndaej caenda raen baez he couh ndei lo.,想啊！如果能亲眼见到一次就好了。,textbook,2222,za,zh
"Mbouj miz vwndiz. Moix bi samnyied cosam, youq gwnz bo henz mbanj dou couh miz aen hawfwen he. Caiq gvaq haj ngoenz couh daengz cietfwen lo, gou daiq mwngz bae yawjyawj.",没有问题。每年三月初三，在我们村边的山坡上就有一个歌坛再过五天就到歌节了，我带你去看看。,textbook,2223,za,zh
Yienghneix couh ndei lai lo! Daengz seiz gou dawz causienggih、luzyinhgih caeuq luzsienggih bae.,那就太好了！到时候我带照相机、录音机和录像机去。,textbook,2224,za,zh
"Ndei, daengz seiz raeuz caiq raen.",好，到时候咱们再见。,textbook,2225,za,zh
Gij neix dwg gijmaz?,这些是什么？,textbook,2226,za,zh
Gij neix dwg makbug.,这些是柚子。,textbook,2227,za,zh
Gij haenx dwg gijmaz?,那些是什么？,textbook,2228,za,zh
Gij haenx dwg makmanghgoj.,那些是芒果。,textbook,2229,za,zh
Gaen song maenz.,两元1斤。,textbook,2230,za,zh
Mwngz yaek cawx geijlai?,你要买多少？,textbook,2231,za,zh
Gou cawx sam gaen.,我要买3斤。,textbook,2232,za,zh
Gwnz daiz miz gijmaz doxgaiq?,桌子上有什么东西？,textbook,2233,za,zh
Miz aen souhluzgih caeuq aen densigih he.,有一台收录机和一台电视机。,textbook,2234,za,zh
"Geu buh neix ndeiyawj raixcaix, dwg huq gizlawz?",这件衣服真漂亮，是哪里的产品？,textbook,2235,za,zh
"Dwg huq Sanghaij,",是上海的产品。,textbook,2236,za,zh
Gij neix dwg duh bouxlawz?,这些是谁的？,textbook,2237,za,zh
Gou mbouj rox.,我不知道。,textbook,2238,za,zh
Dwg duh gou.,是我的。,textbook,2239,za,zh
Gyaq mohdozceh neix dwg duh mwngz lwi?,这辆摩托车是你的吗？,textbook,2240,za,zh
"Mbouj dwg, dwg duh Daegvaz.",不是，是阿华的。,textbook,2241,za,zh
"Dwg, bi'gvaq ngamq cawx.",是，去年刚买的。,textbook,2242,za,zh
Ndaw daeh miz gijmaz?,袋子里有什么东西？,textbook,2243,za,zh
Buh caeuq haiz.,衣服和鞋子。,textbook,2244,za,zh
Go faex hung naj mbanj dwg faex gijmaz?,村子前面那棵大树是什么树？,textbook,2245,za,zh
Dwg faexrungz.,是大叶格树。,textbook,2246,za,zh
Mwngz ciq bonj saw haenx hawj gou yawjyawj ndaej lwi?,你借那本书给我看看可以吗？,textbook,2247,za,zh
"Ndaej, dawz bae ba.",行，拿去吧。,textbook,2248,za,zh
Cungj mak neix gwn ndaej lwi?,这种果子能吃吗？,textbook,2249,za,zh
Gwn ndaej.,能吃。,textbook,2250,za,zh
Gwn mbouj ndaej.,不能吃。,textbook,2251,za,zh
"Aen cungdaeuz miz roek cib faen cung, faen cung miz roek cib miux.",一个小时有六十分钟，一分钟有六十秒。,textbook,2252,za,zh
"Doiq mbouj gvaq, seizneix geij diemj cung la?",对不起，现在几点了？,textbook,2253,za,zh
Cib diemj cingq.,十点整。,textbook,2254,za,zh
Hojceh geij diemj hai?,火车几点开？,textbook,2255,za,zh
Sam diemj lingz haj faen hai.,三点零五分开。,textbook,2256,za,zh
Sam aen buenq cungdaeuz baedauq.,三个半小时左右。,textbook,2257,za,zh
"Gou gyanghaet bet diemj hwnjban, banhaemh roek diemj roengzban.",我上午八点上班，傍晚六点下班。,textbook,2258,za,zh
"Gou gyangngoenz yietnaiq, gyanghaemh hwnjban.",我白天休息，晚上上班。,textbook,2259,za,zh
Soujbiuj mwngz geij diemj la?,您的表几点了？,textbook,2260,za,zh
Caiq gvaq cib sam faencung couh daengz banringzgvaq song diemj.,再过十三分就到下午两点。,textbook,2261,za,zh
Soujbiuj gou vaiq sam cib miux.,我的表快三十秒。,textbook,2262,za,zh
Soujbiuj gou menh sam cib miux.,我的表慢三十秒。,textbook,2263,za,zh
Seizneix dwg banringz cib ngeih diemj.,现在是中午十二点。,textbook,2264,za,zh
Gou caeuq de dingh banringzgvaq song diemj cung bae haw.,我和他约定，下午两点钟上街。,textbook,2265,za,zh
"Banringz baez gvaq vunz haw couh sang lo, sou lij bae guh maz?",中午一过，集市上的人就散了，你们还去干什么？,textbook,2266,za,zh
Haemhlwenz gou cib it diemj lai cij ma daengz ranz.,昨天晚上我十一点多才回到家。,textbook,2267,za,zh
Haemhlwenz roengz fwn lwi?,昨天夜里下雨吗？,textbook,2268,za,zh
De haemhhaemh yawj saw daengz gyanghwnz bae.,他每天晚上都看书到深夜。,textbook,2269,za,zh
"Mwngz naeuz cib diemj cung daeuj, vihlawz seizneix daengz cib ngeih diemj lij caengz daeuj ne?",你说十点钟来，现在都十二点钟了，怎么还没来？,textbook,2270,za,zh
"Gou caj cib lai faen cung mbouj raen de daeuj, couh dauqma lo.",我等了十几分钟不见他来，就回来了。,textbook,2271,za,zh
Mwngz caiq caj gou yaep he ndaej lwi?,你能再等我一会儿吗？,textbook,2272,za,zh
"Gaxgonq raeuz gwn mbouj imq daenj mbouj raeuj, seizneix gwn daenj cungj mbouj you, ngoenzlaeng saedceij itdingh lij engq ndei le!",从前咱们吃不饱穿不暖，现在吃穿都不愁，将来日子一定还会更好呢！,textbook,2273,za,zh
Gvaq geij ngoenz dem couh daengz nguxnyied co'ngux lo.,再过几天就到端午节了。,textbook,2274,za,zh
Ngoenzneix singhgiz geij?,今天星期几？,textbook,2275,za,zh
Ngoenzneix singhgiz it.,今天星期一。,textbook,2276,za,zh
Singhgiz ngeih caeuq singhgiz haj gou mbouj youq ranz.,星期二和星期五我不在家。,textbook,2277,za,zh
Ngoenzneix geij hauh?,今天几号？,textbook,2278,za,zh
Ngoenzneix dwg cib seiq hauh.,今天是14号。,textbook,2279,za,zh
Ngoenzneix co geij?,今天初几？,textbook,2280,za,zh
Ngoenzneix cobet.,今天初八。,textbook,2281,za,zh
"Ngoenzcog samnyied cosam, dwg cietfwen Bouxcuengh.",明天三月初三，是壮族歌节。,textbook,2282,za,zh
Ndwen neix dwg ndwen geij liggaeuq?,这个月是阴历几月？,textbook,2283,za,zh
"Ndwen neix dwg ndwensam liggaeuq, ligmoq dwg ndwenseiq.",这个月是阴历三月，阳历是四月。,textbook,2284,za,zh
Ndwen neix miz geijlai ngoenz?,这个月有多少夭？,textbook,2285,za,zh
Ndwen neix miz sam cib it ngoenz.,这个月有31天。,textbook,2286,za,zh
Ngoenz lawz dwg ngoenzseng mwngz?,你的生日是哪一天？,textbook,2287,za,zh
Cangh sienseng seizlawz daeuj daengz Narnzningz?,张先生什么时候到南宁的？,textbook,2288,za,zh
Gou sam nyied ngeih cib sam hauh daeuj daengz.,我是3月23日来的。,textbook,2289,za,zh
Mwngz yaek youq Namzningz geij ngoenz?,您要在南宁待儿天？,textbook,2290,za,zh
Gou yaek youq roek ngoenz.,我要待6天。,textbook,2291,za,zh
Ndwen laeng cib haj hauh gou yaek bae Baekging.,下个月15日我要去北京。,textbook,2292,za,zh
"Bineix dwg bi'nyinh, nyinh ndwensam.",今天是闰年，闰三月。,textbook,2293,za,zh
"Doiq mbouj gvaq, hojcehcan baenzlawz byaij?",对不起，火车站怎么走？,textbook,2294,za,zh
"Doiq mbouj gvaq, gou hix ngamq daeuj gizneix, cingj mwngz cam bouxwnq ba.",对不起，我也是刚到这里，请您间别人吧。,textbook,2295,za,zh
Bwzho dalouz liz gizneix gyae lwi?,百货大楼离这儿远吗？,textbook,2296,za,zh
"Mbouj gyae, mwngz byaij bae naj haj bak mij baedauq couh daengz lo.",不远，您往前走500米左右就到了。,textbook,2297,za,zh
"Gyae raixcaix, mwngz ceiq ndei naengh ci bae.",很远，您最好坐车去。,textbook,2298,za,zh
Daj gizneix daengz cunhveijvei miz geijlai gyae?,从这里到村委会有多远？,textbook,2299,za,zh
Miz song leix lai roen.,有两里多路。,textbook,2300,za,zh
Daj mbanj sou byaij bae daengz haw aeu geijlai nanz?,从你们村走到集市要多久？,textbook,2301,za,zh
Aeu buenq diemj cungdaeuz baedauq.,要半个钟头左右。,textbook,2302,za,zh
Miz banci bae lwi?,有班车去吗？,textbook,2303,za,zh
"Mbouj rniz, cij miz cisamloek.",没有，只有二轮车。,textbook,2304,za,zh
Naengh cisamloek bae aeu geij maenz ngaenz?,坐三轮车去要儿元钱？,textbook,2305,za,zh
"Mbouj lai, boux sam maenz.",不多，一人三元。,textbook,2306,za,zh
Mwngz rox ranz Vangz lauxsae youq gizlawz lwi?,您知道黄老师家在哪里吗？,textbook,2307,za,zh
Rox veil Couhdwg baihhaenx aen ranz daihsam.,知道啊！就是那边第三座房子。,textbook,2308,za,zh
Docih mwngz lo.,谢谢您了。,textbook,2309,za,zh
"Doiq mbouj gvaq, bae dungvuzyenz yaek naengh loh ci lawz?",对不起，去动物园要坐哪一路车？,textbook,2310,za,zh
"Naengh seiq loh gunghgung giceh hix ndaej, cib roek loh gunghgung giceh hix ndaej.",坐四路公共汽车也行，十六路公共汽车也行。,textbook,2311,za,zh
Naengh seiq loh gunghgung giceh miz geij camh?,坐四路公共汽车有几站？,textbook,2312,za,zh
Sam camh. Daengz camh le swhgih couh naeuz mwngz nyi.,三站。到了站司机会告诉您的。,textbook,2313,za,zh
Docih mwngz lo.,谢谢您了。,textbook,2314,za,zh
Mbouj yungh.,不用谢。,textbook,2315,za,zh
Mwngz cai duz mou neix miz geijlai gaen?,你猜这头猪有多少斤？,textbook,2316,za,zh
Miz saek song bak gaen naek.,大概有200斤重。,textbook,2317,za,zh
Bineix haeux ranz sou soucingz baenzlawzyiengh?,今年你们家粮食收成怎么样？,textbook,2318,za,zh
Bineix haeux beij bi'gvaq demsou song cingz.,今年粮食比去年增收两成。,textbook,2319,za,zh
Mbanj sou miz geijlai vunz?,你们村有多少人？,textbook,2320,za,zh
Miz haj roek bak vunz.,有五六百人。,textbook,2321,za,zh
Mbanj dou vunz beij mbanj sou lai sam boix.,我们村人口比你们村多3倍。,textbook,2322,za,zh
Ndaw yangh sou Bouxcuengh lai lwi?,你们乡的壮族多吗？,textbook,2323,za,zh
Ndaw yangh dou Bouxcuengh ciemq bak faenh cih bet cib haj.,我们乡的壮族占85%。,textbook,2324,za,zh
Mwngz daeuj Namzningz geij baez la?,你来南宁几次了？,textbook,2325,za,zh
Baez neix dwg baez daih'it.,这次是第一次。,textbook,2326,za,zh
De dwg bouxlawz?,他是谁？,textbook,2327,za,zh
De dwg ausam gou.,他是我三叔。,textbook,2328,za,zh
"Mbouj lai, cien lai maenz.",不多，1000多元。,textbook,2329,za,zh
"Seiq haj cungj. Mbangj dwg golaehcei, mbangj dwg go'nganx, mbangj dwg go'manghgoj, lijmiz mbangj dwg gogam caeuq gomaknam.",四五种。有的是荔枝树，有的是龙眼树，有的是芒果树，还有的是村橘树和木疲萝树。,textbook,2330,za,zh
Ranz sou gungh ndaem miz geijlai go faexmak?,你们家一共种了多少棵果树？,textbook,2331,za,zh
Sam cien lai go.,3000多棵。,textbook,2332,za,zh
Gij mak sou cujyau gai bae gizlawz?,你们的水果主要往哪里销售？,textbook,2333,za,zh
"Sam faenh cih ngeih gai bae dieg wnq, sam faenh cih it gai youq bonjdeih.",三分之二销往外地，三分之一在本地销售。,textbook,2334,za,zh
"Gou raen ndaw suenmak sou ciengx miz gaeq, gungh miz geijlai duz?",我看见你们果园里养有鸡，一共有多少只鸡？,textbook,2335,za,zh
"Seizneix gaeq suenmak gig ndei gai, gou raen vunz ciengx canh cienz, gou hix sawq ciengx le roek bak lai duz.",现在果园鸡很好卖，我看见人家养了赚钱，我也试着养了600多只。,textbook,2336,za,zh
"Caen mbouj loek. Ndaem mak youh ciengx gaeq, bi souhaeuj miz geijlai?",真不错。种果树又养鸡，一年收入有多少？,textbook,2337,za,zh
"Cawzok cingzbonj, miz seiq haj fanh maenz1",除去成本，有四五万元。,textbook,2338,za,zh
Mwngz daeuj neix ra bouxlawz?,你来这里找谁？,textbook,2339,za,zh
"Dingqnaeuz mbanj sou miz boux canghyw ndeu rox yw sieng, singq Buen.",听说你们村有一个医师会治伤，姓潘。,textbook,2340,za,zh
Miz boux vunz neix.,有这个人。,textbook,2341,za,zh
Mwngz daiq gou bae ra de ndei lwi?,你带我去找他好吗？,textbook,2342,za,zh
Mbouj yungh. Haeuj gyaeuj mbanj ranz daihsam couh dwg ranz de.,不必。进村头第三家就是他家。,textbook,2343,za,zh
O! Neix gou gag haeuj mbanj bae.,哦！那我就自己进村去。,textbook,2344,za,zh
Lwgnyez ha! Goeng Buen canghyw youq ranz lwi?,孩子呀！医师潘公在家吗？,textbook,2345,za,zh
Daxgoeng gou mbouj youq ranz.,我爷爷不在家。,textbook,2346,za,zh
De bae gizlawz ne?,他去哪里呢？,textbook,2347,za,zh
De hwnj bya gip yw.,他上山捡草药。,textbook,2348,za,zh
Yo! Gou cix bae lawz ra de?,哟！我该到哪里找他？,textbook,2349,za,zh
Mwngz miz maz saeh gaenj ra de?,你有什么急事找他？,textbook,2350,za,zh
Mbanj dou miz vunz ga raek. Cingj daxgoeng mwngz bae ciep ndok.,我们村有人腿断。请你爷爷去接骨。,textbook,2351,za,zh
Neix raeuz caez haeuj bya ra de.,这样我们就一齐进山找他。,textbook,2352,za,zh
"Ndaw bya baenzneix gvangq, raeuz bae gizlawz ra?",山里这么大，我们去哪里找？,textbook,2353,za,zh
Goeng youq raeb bya baih de miz suen yw.,老爷子在山那一侧有药圃。,textbook,2354,za,zh
Neix raeuz couh vaiq di bae.,那我们就快点去。,textbook,2355,za,zh
"Mbouj yungh simgip, loh gyawj le.",不要急，路近着咧。,textbook,2356,za,zh
Hoeng gouq vunz youqgaenj.,但是救人要紧。,textbook,2357,za,zh
Mwngz rox loh lwi?,你认得路吗？,textbook,2358,za,zh
Gou sug loh.,我熟路。,textbook,2359,za,zh
Yienghneix couh cingj mwngz daiq lob.,那就请你带路。,textbook,2360,za,zh
"Daiq di raemx, raeuz couh bae.",带一些水，我们就走。,textbook,2361,za,zh
Sou gangj vah maz? Gou dingq miz di sug.,你们说什么话？我听着有些熟。,textbook,2362,za,zh
Dou gangj Vahcuengh.,我们说壮语。,textbook,2363,za,zh
Vahcuengh caeuq Vahdaigoz miz di doxgyawj.,壮语跟泰语有些接近。,textbook,2364,za,zh
Mwngz rox gangj vah maz?,你会说些什么话？,textbook,2365,za,zh
"Gou rox Vahdaigoz, rox di Vahyeznanz, hix rox Yingh-yij.",我会泰语，会一些越南语，也会英语。,textbook,2366,za,zh
Mwngz vunz gizlawz?,你哪里人？,textbook,2367,za,zh
Gou vunz Daigoz.,我是泰国人。,textbook,2368,za,zh
Mwngz gangj Vahgun hix mbouj loek ne!,你汉语说得也不错呢！,textbook,2369,za,zh
Ndaej mwngz haenh gou angq raixcaix.,得到你的赞扬我非常高兴。,textbook,2370,za,zh
Bouxcuengh bingzseiz gangj vah maz?,壮族平时说些什么语言？,textbook,2371,za,zh
Youq ranz gangj Vahcuengh lai. Ok rog yawj vunz gangj vah.,在家多说壮语，外出看人说话。,textbook,2372,za,zh
Raen maz vunz couh gangj maz vah.,见什么人就说什么话。,textbook,2373,za,zh
Mbouj loek.,不错。,textbook,2374,za,zh
Vahcuengh ndei hag lwi?,壮语容易学吗？,textbook,2375,za,zh
"Mwngz rox Vahgun caeuq Vahdaigoz, caiq hag Vahcuengh wngdang yungzheih.",你会汉语和泰语，再学壮语应当容易。,textbook,2376,za,zh
"Miz saw baenzlawz hag Vahcuengh, langh yaek hag hix miz lauxsae son.",有关于怎样学壮语的书，若要学也有老师教。,textbook,2377,za,zh
Gizlawz miz vunz son?,哪里有人教？,textbook,2378,za,zh
Gvangjsih Minzcuz Dayoz couh miz lauxsae Vahcuengh.,广西民族大学就有壮语老师。,textbook,2379,za,zh
