Bahnaric,Vietnamese
Ơ. Kră. Yang! Inh băt kon bơngai ưh kơ gơh pơm yŏng kơ sư kơdih. Kŭm ưh kơ gơh bơwei kơnao yak lu sư kơdih mơ̆n.,"Ôi lạy. CHÚA, con biết đường mỗi người chẳng do họ định đoạt. Không ai có thể sắp đặt mọi bước chân mình."
"Ơ. Kră. Yang, Ăn đĭ kơ lu ayăt kơ. Ih lôch hiong răm thoi noh! Apinh. Ih ăn kơ lu bơngai mă 'mêm kơ. Ih gơh thoi măt 'năr,. Lĕch hơdah hơdong! Đơ̆ng noh, dêh char noh đei hiôk-hian lăm puăn-jĭt sơnăm.","Ôi, Đức. Giê-hô-va! nguyện hết thảy kẻ cừu địch. Ngài đều hư mất như vậy! Nguyện những kẻ yêu mến. Ngài được giống như mặt trời,. Khi mọc lên rực rỡ! Đoạn, xứ được hoà bình trong bốn mươi năm."
"Ơ. Kră. Yang, 'Bok. Kei-Dei lu nhôn, 'nguaih kơ. Ih kư̆m đei lu yŏng nai pơgơ̆r lu nhôn,. Mă-lei lu nhôn gơnang kơ minh anăn. Ih đĕch.","Lạy Ðức. Chúa là. Thiên. Chúa chúng con, những người đã thống trị chúng con, là những ông chủ khác chứ không phải. Ngài, nhưng chúng con chỉ xưng tụng danh. Ngài mà thôi."
"Ơ. Kră. Yang,. Ih boih anih hơmĕng tơm kơ bơngai. Isơrael, lu bơngai bu achăng lê̆. Ih gô mơlâu! Bơngai bu weh đơ̆ng. Inh, chih jô̆ anăn lu sư gah anih lôch, yua kơ lu sư achăng lê̆. Kră. Yang mă tu đak glung arih ling-lang.","Ôi lạy. CHÚA! Niềm hy vọng của. I-sơ-ra-ên. Tất cả những kẻ lìa bỏ. Ngài sẽ bị hổ thẹn. “Những kẻ quay lưng lìa bỏ. Ta, tên tuổi chúng sẽ bị xóa nhòa như đã ghi trên cát bụi; Vì chúng đã lìa bỏ. CHÚA, nguồn nước hằng sống.”. Giê-rê-mi. Xin. CHÚA. Binh. Vực"
"Ơ. Kră. Yang,. Ih boih ăn kơ inh jơhngơ̆m pran kơtang, kơđông kơjăp inh. Anih mă inh kơ'nơp lăm năr pơmat-tat. Lu kon bơngai đơ̆ng tôch kơ teh đak gô năm kơkuh kơ. Ih păng khan: “'Bok yă lu nhôn kơkuh kơ yang chă pơm, ưh kơ đei yua kiơ, ưh kơ đei tơgŭm kiơ.","“Lạy. CHÚA,. Ngài là sức mạnh và thành lũy của con Đấng con nương náu trong ngày hoạn nạn, Đấng mà các dân ngoại Ở những nơi cực kỳ xa xăm trên đất sẽ đến và thưa:. Những gì tổ tiên chúng con thừa hưởng chỉ là giả dối, Đó là những niềm tin vô dụng và chẳng đem lại lợi ích gì."
"Ơ. Kră. Yang,. Ih băt boih đĭ lu sư chă đon wă pơlôch inh. Apinh. Ih 'nĕ pă mơnat ăn tơdrong yoch kơnê̆ lu sư, apinh. Ih 'nĕ sut tơdrong yoch lu sư đơ̆ng anăp. Ih. Apinh. Ih ăn kơ lu sư pơ̆k 'bơ̆t anăp. Ih. Apinh. Ih phak lu sư lăm năr. Ih hil!","Nhưng. CHÚA ôi,. Ngài đã biết r. Mọi âm mưu giết con của chúng; Cầu xin. Ngài đừng tha tội cho chúng; Xin. Ngài đừng xóa bỏ tội ác chúng trước mặt. Ngài. Xin để chúng bị lật đổ trước mặt. Ngài; Khi nổi giận, xin. Ngài trừng trị chúng thẳng tay."
"Ơ. Kră. Yang,. Ih băt đĭ boih apinh. Ih 'blŏk kơ inh păng wei-lăng inh, apinh iung kơting bĕ kơ lu bơngai mă pơm kơnê̆ kơ inh. Hăm tơdrong. Ih mơnat, 'nĕ kơ hŭt lê̆ inh. Ih kư̆m 'blŏk, yua kơ. Ih na inh pŭ iŏk tơdrong đe pơjăm.","CHÚA ôi,. Ngài đã biết cả rồi. Xin. Ngài nhớ đến con và thăm viếng con; Xin. Ngài báo trả những kẻ bách hại con; Xin. Ngài đừng chần chừ kẻo chúng bắt con đi; Vì. Ngài biết rằng ấy là vì cớ. Ngài mà con phải gánh chịu biết bao khổ nhục."
"Ơ. Kră. Yang,. Ih jơ̆ 'lơ̆ng tơpăt mưh inh roi tơdrong inh kơ. Ih. Mă-lei inh oei wă pơma hăm. Ih trŏ tơdrong tơpăt. Ih. Liơ trong lu bơngai kơnê̆ oei hiôk-hian, liơ tơdrong jang lu bơngai hơlĕnh pơdăr oei mơdrŏng?","Lạy. CHÚA,. Ngài lúc nào cũng đún. Mỗi khi con trình duyên cớ của con trước mặt. Ngài,. Dầu vậy xin cho con thưa với. Ngài nỗi ray rứt của con:. Tại sao kẻ gian ác lại luôn được thịnh vượng? Tại sao bọn tráo trở được hạnh phúc bình an?"
"Ơ. Kră. Yang,. Ih khan boih kơ inh: ‘Yua bĕ jên hu ih răt mir na âu păng chă đei bơngai kơdranh pơsĭt, na to pơlei tih âu jao boih lăm ti lu bơngai. Kalđê.’ ”. Lei liơ.","Lạy. CHÚA. Hằng. Hữu,. Ngài đã phán với con, ‘Hãy lấy tiền mua cánh đồng và tìm những người làm chứng.’. Thế nhưng thành lại bị trao vào tay người. Canh-đê! Lời. Hứa về. Sự. Hồi. Hương"
"Ơ. Kră. Yang,. Ih pơhlŭ inh boih inh chu iŏk boih dôm tơdrong. Ih pơgŏ,. Ih pơjuă pơđep inh păng jei. Ih boih. Inh arih pơm kơ đe hiĕk ăr kơ inh prăt năr. Rim bơngai hiĕk pơjăm inh.","Còn ông, hỡi ông. Pát-khua, ông và mọi người trong gia đình ông sẽ bị bắt đi lưu đày. Ông sẽ bị đày qua. Ba-by-lôn; ông sẽ chết ở đó; ông sẽ bị chôn ở đó. Ông và tất cả bạn bè ông, những người đã nghe ông nói tiên tri dối, đều sẽ bị như vậy. Giê-rê-mi. Tự. Thán"
"Ơ. Kră. Yang,. Kră. Yang 'Bok. Kei-Dei lu nhôn, dang ei apinh. Ih dŏng pơklaih lu nhôn đơ̆ng ti. Senakêrip, wă kơ rim teh đak băt kơ minh. Ih đĕch. Kră. Yang!","Nhưng giờ đây, lạy Ðức. Chúa,. Thiên. Chúa chúng con, xin cứu chúng con khỏi tay vua ấy, để mọi vương quốc trần gian nhận biết rằng chính. Ngài, và chỉ một mình. Ngài, mới là. Thiên. Chúa, lạy Ðức. Chúa."""
"Ơ. Kră. Yang, apinh. Ih 'nĕ kơ hil dêh hnan 'nĕ pă 'blŏk tơdrong yoch kơnê̆ lu nhôn ling-lang! 'Nâu apinh. Ih lăng lu nhôn thoi kon pơlei. Ih ngăl!","Lạy. CHÚA, xin. Ngài đừng quá giận chúng con nữa. Xin. Ngài đừng ghi nhớ tội lỗi chúng con đến đời đời; Này, xin. Ngài xem đây, tất cả chúng con đều là dân. Ngài."
"Ơ. Kră. Yang, apinh. Ih pơgling đon mơ̆ng bĕ! Ơ. Kră. Yang apinh. Ih pơih măt lăng bĕ! Apinh ih mơ̆ng bĕ dôm nơ̆r. Senakêrip gơih wă pơma blông 'bơm. Kră. Yang 'Bok. Kei-Dei arih ling-lang!","Lạy Ðức. Chúa, xin lắng tai nghe, lạy Ðức. Chúa, xin đưa mắt nhìn. Xin nghe rõ mọi lời. Xan-khê-ríp là kẻ đã sai người đến thoá mạ. Thiên. Chúa hằng sống."
"Ơ. Kră. Yang, dang ei, inh krao apinh. Ih iồk lễ tơdrong arih inh bẽ! Yua kơ gah inh, lôch 'lởng hloh kơ arih.","Giờ đây, lạy Ðức. Chúa, xin. Ngài lấy mạng sống con đi, vì thà con chết còn hơn là sống!"""
"Ơ. Kră. Yang, kon bơngai arih yua kơ đơ̆ng tơdrong ih 'nâu. Bơhngol inh arih kư̆m yua kơ tơdrong noh! Ih pơklaih inh, ăn kơ inh arih.","Lạy. Chúa, ngày tháng đời con là của. Chúa, sự sống linh hồn con thuộc về. Ngài. Xin chữa lành và cho con được sống."
"Ơ. Kră. Yang, lu sư chă. Ih kơplah lu sư đei tơdrong pơmat-tat, lu sư krao khan apinh. Ih mơmơnh kơplah. Ih đei phak bơtho lu sư.","Lạy Ðức. Chúa, gặp cảnh gian truân, thiên hạ đã kiếm tìm. Ngài. Họ thầm thĩ với. Ngài khi. Ngài sửa trị họ"
"Ơ. Kră. Yang, mă. Ih sek tơlang kơ nhôn lu nhôn oei chang gô lăm trong. Ih sek tơlang tơpăt, bơhngol lu nhôn hơpơi kơ anăn. Ih păng 'blŏk hơdơ̆r.","Vâng, lạy Ðức. Chúa, trên con đường thánh ý vạch ra, chúng con chờ đợi. Chúa. Hồn chúng con khát vọng. Thánh. Danh và ước mong tưởng nhớ đến. Ngài."
"Ơ. Kră. Yang, mă khan thoi noh. Ih oei 'Bă lu nhôn, lu nhôn jơ̆ teh lơ̆n,. Ih jơ̆ thơ̆ man lu nhôn; đĭ-đăng lu nhôn jơ̆ tơdrong jang đơ̆ng ti. Ih.","Nhưng bây giờ,. CHÚA ôi,. Ngài là. Cha chúng con. Chúng con là đất sét, và. Ngài là thợ gốm; Chúng con là sản phẩm của tay. Ngài."
"Ơ. Kră. Yang, mơ̆ng inh bĕ. Apinh. Ih pơgling đon mơ̆ng nơ̆r lu bơngai ayăt kơ inh pơma.","Lạy. CHÚA, xin nghe con cầu khẩn. Xin lắng nghe lời những kẻ chống đối con nói với nhau."
"Ơ. Kră. Yang, tơpă, lu pơtao. Asiri đei pơrăm bơih đĭ-đăng bơngai păng pơrăm teh lu sư,.","Quả thật, lạy Ðức. Chúa, các vua Át-sua đã tàn phá tất cả các dân và xứ sở của họ,"
"Ơ. Krấ. Yang 'Bok. Kei-Dei, gah lu nhôn, gah lu pơtao, lu kuan tih, lu ‘bok yă nhôn, đei tơdrong mơlâu, lu nhôn đei pơm yoch hăm. Ih.","Lạy Ðức. Chúa, chúng con đáng phải hổ mặt hổ mày, cũng như vua chúa quan quyền và tổ tiên chúng con, vì chúng con đã đắc tội với. Ngài."
"Ơ. Kông. Inha kơpal teh dơnă. Inh gô ăn kơ lu linh ayăt tơgar iŏk đĭ,. Lu hu maih păng mŭk tơmam gĭt hăm anih kơjung ih, yua kơ tơdrong yoch lu iĕm đei pơm tơ jơ̆p-jang tơring.","trên những ngọn núi, và ngoài đồng trống. Ta sẽ ban của cải của ngươi và tất cả các kho tàng của ngươi làm chiến lợi phẩm cho quân thù, vì cớ tội lỗi của ngươi trong khắp nước"
"Ơ. Lêmuel, lu pơtao huch tơdrô ưh kơ 'lơ̆ng ôh; Kŭm ưh kơ 'lơ̆ng kơ lu kră pơgơ̆r hơmuy tơdrô.","Hỡi. Lơ-mu-ên, đã làm vua thì đừng nên uống rượu, làm người lãnh đạo thì đừng thích chất men,"
"Ơ. Phashur, ih kơdih hăm lu bơngai mă oei lăm hnam ih, đĭ-đăng gô pơm bơnă. Ih gô năm tơ. Babilôn gô lôch păng 'bŭ hloi tơ noh, hơdai hăm lu bôl buăl ih, wă khan lu bơngai mă ih đei pơma khan lê̆ adrol hơlĕnh kơ lu sư. Jêrêmi chrih ơh kơ. Kră. Yang.","Ta sẽ ban tất cả của cải thành này, tất cả những gì nó đã gầy dựng được, tất cả những gì quý báu nó có, và tất cả kho tàng của các vua. Giu-đa vào tay quân thù của chúng. Quân ấy sẽ cướp bóc chúng, vây bắt chúng, và mang chúng qua. Ba-by-lôn"
"Ơ. Philêmôn, ba 'nhŏng oh yua kơ ba lui kơ. Kră. Yang. Yêsu. Krist, na dang ei ih đih sơng Ônêsim hô̆. Thoi noh inh bơnê kơ. Kră. Yang. Yêsu. Krist tơpă, na jơhngơ̆m inh kư̆m chơt hiôk.","Phải, thưa anh, xin anh cho tôi được hưởng niềm vui đó trong. Chúa. Anh hãy làm cho lòng trí tôi được phấn khởi trong Đức. Ki-tô."
"Ơ. Samari,. Inh hũt lễ both nip kon rơmo ih; «. Inh hil-mll blah boih lu sư; ưh kơ băt đunh dang yơ lu sư gô chã tơdrong 'lờng rơgoh.","Hỡi. Sa-ma-ri, hãy gạt bỏ con bê của ngươi - chúng làm. Ta nổi giận. Chúng không chịu để cho. Ta thanh tẩy mãi cho tới bao giờ? -"
"Ơ. Siôn lu iĕm bơngai mă ră roi tơdrong 'nao 'lơ̆ng, tŏk bĕ tơ kơpal kông kơjung! Ơ. Jêrusalem lu iĕm bơngai mă tơbăt tơdrong 'nao 'lơ̆ng ôr mă re đĭ jơhngơ̆m bĕ! Ôr mă re! 'Nĕ kơ hli! Khan bĕ kơ lu pơlei tih. Juđa: “'Nâu. Kră. Yang 'Bok. Kei-Dei lu iĕm!”.","Hỡi kẻ loan tin mừng cho. Xi-on, hãy trèo lên núi cao. Hỡi kẻ loan tin mừng cho. Giê-ru-sa-lem, hãy cất tiếng lên cho thật mạnh. Cất tiếng lên, đừng sợ, hãy bảo các thành miền. Giu-đa rằng: ""Kìa. Thiên. Chúa các ngươi!"""
Ơ. Siđôn mơlâu bĕ! Yua kơ đak dơsĭ khan bơih anih kơjăp mă lu iĕm gơnang lăm đak dơsĭ đei pơma bơih: “Inh tam đei anăp kư̆m tam đei layơ tơpŭ; kư̆m tam đei rong kon tơdăm dah kon adruh.”.,"Hãy hổ thẹn, hỡi. Xi-đôn, thành trì trên bờ biển, vì biển lên tiếng nói: ""Tôi chẳng quặn đau cũng không sinh nở. Tôi đã chẳng nuôi nấng thanh niên, không dưỡng dục thanh nữ."""
"Ơ. Theophil, đơ̆ng sơ̆ khơ̆ dang ei đei lơ bơngai chă chih roi gah dôm tơdrong. Yêsu oei hơdai păng bơ̆n tơ ala teh âu sơ̆.","Thưa ngài. Thê-ô-phi-lô đáng kính, có nhiều người đã ra công soạn bản tường thuật những sự việc đã được thực hiện giữa chúng ta."
"Ơ. Timôthê, ih athei adrin jang tơdrong 'Bok. Kei-Dei wă kơ. Sư lăp đon kơ tơdrong jang ih tơpă. Ih jang thoi noh ih huay kơ mơlâu kơ tơdrong jang ih ôh, yua kơ ih bơtho trŏ tơdrong 'Bok. Kei-Dei.","Hãy cố gắng ra trước mặt. Thiên. Chúa như một người đã được thử luyện, một người thợ không có gì phải xấu hổ, một người thẳng thắn dạy lời chân lý."
"Ơ. Timôthê, ih athei wei dôm lu nơ̆r inh pơkă kơ ih âu hŏ păng ih 'nĕ ăn kơ đe tơplih nơ̆r pơma âu. Păng ih 'nĕ kơ năm mơ̆ng lu bơngai năm bơtho tơdrong 'Bok. Kei-Dei mơ̆n mă ưh kơ trŏ yua kơ sư bơtho ưh kơ trŏ thoi bơ̆n ôh. Lu sư bơtho ưh kơ lei-lăi, sư bơtho kư̆ kă đĕch, mă-lei sư khan sư bơtho trŏ tơpă.","Anh. Ti-mô-thê, hãy bảo toàn giáo lý đã được giao phó cho anh, tránh những chuyện nhảm nhí, trống rỗng, và những vấn đề của tri thức giả hiệu."
"Ơ. Timôthê, ih bơngai kiơ̆ 'Bok. Kei-Dei, ih athei weh ataih đơ̆ng tơdrong kơnê̆ 'noh, ih adrin pơm đon 'lơ̆ng tơpăt, lui mă kơjăp, 'mêm kơ 'Bok. Kei-Dei păng pơm jơhngơ̆m dim 'mêm kơ bôl buăl mơ̆n. Đei tơdrong gleh truh tơ ih ră, mă-lei ih athei adrin pơm kiơ̆ 'Bok. Kei-Dei khŏm khŏm.","Phần anh, hỡi người của. Thiên. Chúa, hãy tránh xa những điều đó; hãy gắng trở nên người công chính, đạo đức, giàu lòng tin và lòng mến, hãy gắng sống nhẫn nại và hiền hoà."
"Ơ. Timôthê, ih tơchĕng lăng bĕ dôm nơ̆r inh pơma kơ ih yua kơ 'Bok. Kei-Dei gô ăn kơ ih hlôh lăm tôm tơdrong lăm đon ih.","Anh hãy hiểu điều tôi nói, vì. Chúa sẽ ban cho anh ơn thông hiểu mọi sự."
"Ơ. Yôl, jă lĭ ĕi oh ruôt 'bal pôm hla bơ-al weng minh pôm 'long chỉh đĭ dôm như. Jên?","Yôl ơi, giá như thế thì em mua hai quyển vở và một cái bút tất cả bao nhiêu tiền?"
"Ơ adruh. Sulam, brŏk bĕ, brŏk bĕ, jah brŏk bĕ, brŏk bĕ, wă kơ lu nhôn gơh 'bôh ih. Adruh. Yua kơ kiơ lu iĕm oei lăng kơ adruh. Sulam. Thoi lăng khŭl. Mahanaim suang.","Hỡi. Su-la-mít, hãy trở về, hãy trồ về! Khá trở về, trở về, hầu cho chúng tôi xem tháy người. —. Vì sao các ngươi muốn thấy người. Su-la-mít,. Như tháy sự nhảy-múa của. Ma_x0002_ha-na-im"
Ơ adrĕch. Jakôp lơliơ iĕm khan: Ơ bơngai. Isơrael lơliơ iĕm pơma tơtok: “Trong inh đĭ ôn pĕng lê̆ bơih đơ̆ng. Kră. Yang; 'Bok. Kei-Dei inh ưh pă gan lăng inh bơih?,"Hỡi. Gia-cóp, sao ngươi nói, hỡi Ít-ra-en, sao ngươi bảo: ""Ðường tôi đi, Ðức. Chúa không nhìn thấy, quyền lợi của tôi,. Thiên. Chúa chẳng đoái hoài?"""
"Ơ adrĕch. Jakôp thoi hơdrông, ơ lu kon pơlei. Isơrael, 'nĕ kơ hli kơ kiơ,. Inh gô tơgŭm iĕm,. Kră. Yang pơma thoi noh,. Tơ'ngla 'Lơ̆ng tơpăt đe. Isơrael păng. Tơ'ngla huai iŏk lu iĕm.","Ðừng sợ, hỡi. Gia-cóp, loài sâu bọ, hỡi Ít-ra-en, kẻ mọn hèn. Chính. Ta phù trợ ngươi - sấm ngôn của Ðức. Chúa -, Ðấng cứu chuộc ngươi là Ðức. Thánh của Ít-ra-en."""
"Ơ adrĕch. Jakôp, bĕ lu bơ̆n yak kiơ̆ lăm tơdrong hơdah. Kră. Yang.","Hãy đến đây, nhà. Gia-cóp hỡi, ta cùng đi, nhờ ánh sáng Ðức. Chúa soi đường!"
"Ơ adrĕch bơngai. Isơrael,. Inh hăm lu iĕm,. Inh hăm gơh pơm thoi thơ̆ man gŏ teh noh dah ưh? Ơ adrĕch bơngai. Isơrael, teh lơ̆n lăm ti bơngai man thoi yơ, na lu iĕm lăm tơpang ti. Inh kư̆m thoi noh.","“Hỡi nhà. I-sơ-ra-ên,. Ta há không thể làm cho ngươi như người thợ gốm đã làm sao?”. CHÚA phán, “Hỡi nhà. I-sơ-ra-ên, hãy xem, đất sét trong tay người thợ gốm thể nào, các ngươi trong tay. Ta cũng thể ấy"
"Ơ bre mŏ adruh măr iĕm brŏk bĕ, wih bĕ, yua kơ inh đĭ kră boih ưh pă đei kon dơ̆ng. Mă đơ̆ng inh khan, inh oei đei hơmĕng kơsơ̆ âu kơnh inh gô đei klo, mă khan inh đei hơiơch kơ 'bar 'nu kon drŏ-nglo dơ̆ng,.","Hỡi hai con gái ta, hãy trở về đi đi; mẹ già quá mà lấy chồng nữa. Lại dầu bây giờ mẹ nói:. Ta có lòng trông mong, từ chiều nay ta sẽ có chồng, dẫu ta sanh đẻ con trai đi nữa,"
"Ơ bơngai 'lơ̆ng hloh kơ đĭ-đăng lăm đe adruh,. Tơdah ih ưh kơ băt ih athei 'moi bĕ đêl jơ̆ng triu,. Păng wei kon bơbe ih 'bơ̆t cheng anih đe wei triu.","Này hỡi trang tuyệt thế giai nhân, nếu quả nàng không biết, thì hãy ra đi theo vết chân đàn cừu, mà dẫn dê con của nàng đi ăn quanh các lều mục tử."
"Ơ bơngai. Galati, iĕm ưh kơ hlôh tơpă iih, iĕm lui kiơ̆ kơ đe pơtuah iĕm? Sơ̆ nhôn bơtho iĕm nhên tơpă boih gah tơdrong. Kră. Yang. Yêsu. Krist lôch tang iĕm tơ 'long pơglang.","Hỡi những người. Ga-lát ngu xuẩn, ai đã mê hoặc anh em là những người đã được thấy hình ảnh Đức. Giê-su. Ki-tô chịu đóng đinh vào thập giá phơi bày ra trước mắt?"
Ơ bơngai. Isơrael mơ̆ng bĕ. Kră. Yang khan kơ lu iĕm.,"Hỡi nhà. I-sơ-ra-ên, hãy nghe những lời của. CHÚA phán với ngươi"
"Ơ bơngai. Isơrael, ih pơm pơyô kữ kă đêh, ơ bơngai. Juda kơchảng bè 'nẽ kơ pơm_yoch thQÌ sơ; 'nẽ kơ mởt tơanih. Gilgal, kữm 'nẽ tõk tơ pơlei.Bêt. Awen; 'nẽ pơkă hiap kơdih akâu khan. Tơpăină thoi. Kră. Yáng-áiịh.","Hỡi Ít-ra-en, nếu ngươi làm điếm, thì đừng để cho. Giu-đa mắc tội! Ðừng tới. Ghin-gan, đừng lên. Bết. A-ven, đừng thề ""nhân danh Ðức. Chúa hằng sống."""
"Ơ bơngai. Philistin, iĕm 'nĕ kơ chhôk 'nă ôh yua kơ sơnguĕt teh iĕm tơgơ̆ bơih, Đơ̆ng tơm rơh adrĕch 'bih gô jing đei 'bih hơkăm, plei đơ̆ng 'bih hơkăm gô jing 'bih ŭnh gơh păr.","Hỡi toàn cõi. Phi-li-tinh, chớ vội vui mừng, vì cây gậy đánh ngươi đã bị bẻ gãy; bởi chưng từ dòng dõi rắn sẽ vọt ra một con rắn hổ mang, và con của nó sẽ là một con rồng bay."
"Ơ bơngai. Philistin, mă nuih bĕ, tơblah mă kơtang bĕ! Kơnh hli kơ iĕm pơm đĭch kon pơlei. Hêbrơ, thoi lu sư đei pơm đĭch lu iĕm! Athei mă nuih kơtang năm blah bĕ!","Hỡi người. Phi-li-tin, hãy mạnh bạo, hãy nên mặt trượng phu! Kẻo các ngươi trở làm tôi mọi dân. Hê-bơ-rơ, như họ đã làm tôi mọi các ngươi chăng! Khá nên mặt trượng phu và chiến đấu đi!"
"Ơ bơngai. Pơlei. Kôrintô, nhôn pơma kơ iĕm rơhau dêh, yua kơ nhôn 'mêm kơ iĕm tơpă.","Thưa anh em người. Cô-rin-tô, chúng tôi đã chân thành ngỏ lời với anh em, chúng tôi đã mở rộng tấm lòng."
"Ơ bơngai adruh hơiai. Isơrael pởk huồng boih, ưh pã kẽ iung dồng, sư noh đe klơm lề boih tơ teh, ưh kơ đei bu tơiung sư.","Trinh nữ Ít-ra-en gục ngã rồi, không sao trỗi dậy nổi. Nàng nằm xoài dưới đất, chẳng được ai nâng lên!"
"Ơ bơngai drŏ-kăn hơwŏng bơngai ưh kơ đei hơiơch hơri bĕ. Ơ bơngai tam mă jĭ rơneh, hơri jreo hiôk chơt bĕ, yua kơ kon hơ'lơ̆p bơngai drŏ-kăn tŭk gô đei lơ hloh kơ kon hơ'lơ̆p bơngai drŏ-kăn mă đei klo,. Kră. Yang khan thoi 'noh.","“Hãy hát lên, hỡi người phụ nữ hiếm muộn, hỡi người phụ nữ không sinh con! Hãy cất lên tiếng hát và trỗi tiếng reo mừng,. Hỡi người phụ nữ chưa hề kinh nghiệm cơn đau lúc lâm bồn; Vì con cái của người vợ bị hất hủi. Sẽ đông hơn con cái của người phụ nữ đang sống với chồng,”. CHÚA phán."
Ơ bơngai inh hơyuh ih guăng tơpă.,"Em xinh đẹp biết bao, kiều diễm biết chừng nào, tình yêu ơi, em làm anh say đắm!"
"Ơ bơngai mà. Kră. Yang 'Bok. Kei-Dei 'mêm, 'nẽ kơ hli; hơpơi kơ ih đei tơdrong pũn hiôk oei hăm ih. Pran kơtang bẽl. Tơpă, pran kơtang bẽ! Kơplah sư oei pơma hăm inh, na inh đei jơhngỡm pran, na inh khan: ơ yõng tơngla, pơma bẽ, yua kơ ih đei pơm boih kơ inh jing pran.","Hỡi người được quý mến, đừng sợ. Cứ an tâm. Can đảm lên! Can đảm nữa lên! Trong khi người nói với tôi như thế, tôi lấy lại được can đảm và đáp lại rằng: ""Xin ngài cứ nói, vì ngài đã làm cho tôi nên can đảm."""
Ơ bơngai mă inh hơyuh ih tơdăm 'lơ̆ng hơbŏ; Lăp kơ jơhngơ̆m inh dêh! Anih tep ba dreng hơdrih 'lơ̆ng.,"Người yêu hỡi, anh đẹp, anh tuấn tú làm sao! Giường chúng ta là cánh đồng xanh ngát."
"Ơ bơngai mă inh hơyuh, ih 'lơ̆ng hơiă tôm tĕch. Akâu ih ưh kơ đei 'bơ̆t ayơ mă kơnê̆.","Bạn tình ơi, toàn thân nàng xinh đẹp, nơi nàng chẳng một chút vết nhơ."
"Ơ bơngai mă inh hơyuh, ih guăng thoi pơlei. Tirsa, đei ai hơbŏ thoi pơlei. Jêrusalem,. Ih pơm ăn kơ đe hyưp kơ măt thoi 'bôh linh yơ̆r hla-kơ.","Hởi bạn tình ta, mình xinh-đẹp như. Thiệt-sa,. Cổ duyên như. Giê-ru-sa-lem, Đáng sợ khác nào đạo-quân giương cờ-xí."
"Ơ bơngai mă inh hơyuh, inh lăng ih thoi aseh adruh dui gre. Hơiă.","Hỡi bạn tình của lòng anh, anh ví nàng như con tuấn mã ngậm dây cương xa giá. Pha-ra-ô."
"Ơ bơngai mă inh hơyuh. Ih 'lơ̆ng hơbŏ, ih rŏ liĕm ngei ngei! Muh măt ih gom hăm che. Lăng măt ih nhen măt sem kơtơp. Sŏk ih nhen thoi bơbe kơdâu jur. Tơ cheng kông. Gileat.","Nàng đẹp quá, bạn tình ơi, đẹp quá! Sau tấm mạng the, đôi mắt nàng, cặp bồ câu xinh đẹp. Tóc nàng gợn sóng như đàn sơn dương tự trên ngàn. Ga-la-át tủa xuống."
"Ơ bơngai mă inh hưch, roi tơpăt bĕ kơ inh ih wei triu tơ yơ? Anih ayơ kơplah 'năr dơ̆ng ih ăn kơ lu sư drum pơdơh; Yua kơ kiơ inh thoi lĕ adruh gom lê̆ muh măt,. Dơ̆ng 'bơ̆t cheng lu khŭl triu buăl ih?","Hỡi người yêu, người lòng em yêu dấu, hãy nói em nghe anh chăn cừu ở đâu, đàn cừu ấy nghỉ nơi nao vào ban trưa giờ ngọ, để em đây khỏi lang thang thất thểu bên đàn vật của các bạn anh."
"Ơ bơngai mă oei lăm pơgar, buăl inh oei mơ̆ng nơ̆r ih pơma; Asong inh mơ̆ng nơ̆r ih!","Em mơn mởn giữa vườn hoa, bạn bè mong đợi thiết tha giọng vàng; cho anh nghe với, hỡi nàng!"
"Ơ bơngai oei lăm teh, 'nĕ kơ 'bŭ klơ̆p lê̆ pham inh hăm teh. Rŏ kơ inh krao ôr rơngei ưh kơ đei pơgăn.","Ðất ơi, đừng vùi lấp máu ta đi, ước gì tiếng tôi kêu còn vọng ngân mãi mãi!"
"Ơ bơngai pơm kơnê̆,. Lê̆ kơ răp chop hnam bơngai tơpăt; 'Nĕ kơ pơrăm ôh anih sư oei.","Này kẻ gian, chớ rình rập nhà người công chính, cũng đừng phá phách nơi họ ở."
"Ơ char. Têman dôm lu linh nuih kơtang ih gô hơwơl hơvvang, thoi noh na đe gô pơlôch đĩ lu drỗ-nglo đỡng kông Êsâu lăm ei.","Hỡi. Tê-man, các dũng sĩ của ngươi sẽ hoảng sợ, khiến mọi người bị diệt trừ khỏi núi Ê-xau."
"Ơ dêh char, dêh char, dêh char. Mơ̆ng bĕ nơ̆r. Kră. Yang.","Hỡi đất nước, quê hương, và xứ sở. Hãy nghe lời của. CHÚA!"
"Ơ dăm. Timôthê, ih pơm dôm tơdrong inh athei ih âu hŏ. Ih pơm kư̆m thoi lu bơngai khan lê̆ hơdrol pơkă gah ih sơ̆. Ih 'blŏk kơ tơdrong sư pơkă 'noh wă kơ ih nuih kơ tơblah hăm yang kơnê̆,.","Anh. Ti-mô-thê, đó là chỉ thị tôi trao cho anh là người con của tôi, chiếu theo các lời ngôn sứ trước đây đã nói về anh, để anh dựa vào đó mà chiến đấu trong cuộc chiến cao đẹp này,"
Ơ dăm hli yom bĕ kơ. Kră. Yang păng chu yom kơ pơtao; 'Nĕ pơgơ̆p hơdai hăm lu bơngai pơm kơnê̆.,"Hỡi con, hãy kính sợ Ðức. Chúa và nhà vua, đừng giao du với những quân nổi loạn."
