Bahnaric,Vietnamese
đô lơngơp .,độ ẩm
"Lu de noh ngoi lAng jua tfh pA 'boh bu dong htfdai ham. Stf d&ng, pA minh 'nu. Stf dAch oei 'bdrt noh.","Các ông ngước mắt lên, không thấy ai nữa, chỉ còn một mình Đức. Giê-su mà thôi."
"Lu bơngai. Isơrael thoi bơngai mơdro chèp ’long kồng hơlẽnh lăm ti sư, sư 'maih chà sa pơgàm đe.",Ca-na-an nắm trong tay những chiếc cân bịp bợm: nó ưa thích đánh lừa.
"“Lei na idm 'nd key mong. Hesekia, yua key sif holdnh key lu iem 'bdt m3 sif pc/ma khan:","Ðừng nghe lời. Khít-ki-gia, vì ông ta phỉnh gạt các ngươi khi nói:"
Sem brem noh đei grẽng bơsei tih tih: sư kơkă hèch đĩ. luũn sa pàng sư pojuă lề đĩ lu tơmam sa hàm jờng.,"Nó ăn, nó nghiền, rồi lấy chân chà đạp những gì còn sót lại."
"Yua kơ. SÔI lui boih na lu bơngai lui kơ. Yêsu oei jồrp-jang dêh. Juđê păng dêh. Galilê, dêh. Samri hiôk-hian huay pă đei tơdrong truh tơ lu sư. Lu sư kữm rai đunh rai pran. Lu sư lui tơpà kơ. Kră. Yang păng. Yang. Bơhngol 'Lờng tơgũm lu sư ling-lang, na lu sư rai đunh rai lơ. Pêưôs ỵua anăn. Yêsu. Krist pơklaih. Anêa.","Ấy vậy,. Hội-thành trong cẳ:xứ. Giu-đê, xứ. Ga-li-lê và xứ. Sa-ma-ri được hưởng sự bình-an, gây-dựng và đi ưong đường kính-sợ. Chúa, lại nhờ Đức. Thánh-Linh vùa-giúp, thì số của hội được thêm lên"
inh bĭ gơh reh kơ tar pit brŏ.,Tôi không biết đàn
Tơhnam noh inh đei tah boih. Hom. Pơgờp đờng. Kră. Yang mă đei pơgỡp hăm bơngai. Isơrãel.,"nơi đó ta đã đặt. Hòm. Bia có. Giao Ước của Ðức. Chúa,. Giao Ước. Người đã thiết lập với con cái Ít-ra-en"
Amôs sư pơdôr kon pơiei. Isơrael wă blah pơm kơnễ kơ ih teh đak bòn gò hiong rầm yua kơ đỡng dôm lu nởr sư.,"A-mốt âm mưu chống đức vua ngay trên lãnh thổ Ít-ra-en, và đất nước này không còn chịu nổi bất cứ lời nào của ông ta nữa."
"Bre mĕ kon rìm năr bô̆k uh uh, hơgah hơgah mă duh bĭ layơ gơh mah kơ sa.","Mẹ con lần hồi, tần tảo nuôi nhau mà chẳng bao giờ đủ ăn."
"Kân đô̆i, 'bô̆ trĭ jên đĭa phương wă phuk vŭ ăn drong pơ tâp ngoăi khŏa môn bjo kô truyên 'Binh Đĭnh tơ đĭa 'ban tĭa phân kâp gô răp ngân sach kơ pal teh đak hiê̆n hanh.","Cân đối, bố trí ngân sách địa phương để phục vụ công tác giảng dạy ngoại khóa môn võ cổ truyền. Bình Định trên địa bàn theo phân cấp quản lý ngân sách nhà nước hiện hành."
inh bô̆k.,Tôi đi
Iẽm nẽ hlut ko đe.,Bọn em nghe họ xôn xao như thế
"Wă khan kơ lu bơngai bơnă: ‘Lĕch bĕ,’ păng khan kơ bơngai oei lăm măng mu: ‘Pơdah bĕ akâu iĕm!’. Lu sư gô sŏng sa rok trong păng lu sư gô đei tơmăn 'nhĕt tơ kơpal kông groi mơ-mlưch.","Để bảo kẻ bị tù rằng, ‘Hãy ra hưởng tự do,’. Và bảo kẻ ở trong ngục tối rằng, ‘Hãy ra ngoài ánh sáng.’. Họ sẽ được chăn nuôi suốt đường đời còn lại,. Các đồi trụi sẽ biến thành những đồng cỏ cho họ dùng."
Lu bơngai.kơ hlôh đei tơdrong gleh yua kơ pơm tơdrong yoch păng tơdrong kơne.,Kẻ ngu-dại bị khốn-khổ. Vì sự vi-phạm và sự gian-ác mình
Lu sư chơt hiôk yua kơ huay pă poh- yă boih. . Kră. Yang chông ba lu sư tơ anih mă lu sư hơpơi vvă.,Họ bèn vui-mừng vì sóng êm- lặng; . Chúa dẫn họ vào bến họ ước-ao.
xăng.,Con dao
Bomgai hli yom kơ 'Bok. Kei-Dei hiong boih đỡng lăm teh đak âu; ưh pă đei bơngai tơpăt lăm kon bơngai. Đĩ-đăng lu sư nỗng kơ 'maih chă pham lẽch sẽch huống; rim 'nu iỗk hơnhuăl dăng lua ’nhồng oh kơdih.,"Kẻ hiếu trung đã biệt dạng khỏi xứ; không còn người lương thiện chốn dương gian. Tất cả đều đợi dịp gây đổ máu, người này đặt lưới dò hãm hại người kia"
ăn.,ban
"Inh bơngai oei tơ lăm hnam phak yua kơ inh wă adrin jang tơdrong. Kră. Yang. Yêsu. Krist. Mă tôm tơdrong inh wă kơ iĕm ngôi mă 'lơ̆ng ngôi mă tơpăt, yua kơ 'Bok. Kei-Dei rơih iŏk iĕm boih ăn kơ iĕm jing kon. Sư, hăm ăn kơ iĕm dôm tơdrong mă inh 'nao roi kơ iĕm 'noh hei, na iĕm athei adrin pơm mă 'lơ̆ng pơm mă tơpăt tơpă.","Vậy, tôi là người đang bị tù vì. Chúa, tôi khuyên nhủ anh em hãy sống cho xứng với ơn kêu gọi mà. Thiên. Chúa đã ban cho anh em."
inh bỡ pơchah pơnhan.,tôi làm vỡ cái chén
Abram pùn đei. Kră. Yang 'Bok. Kei-Dei rơih.,Thiên. Chúa gọi ông Áp-ram
"Mưh sư luăn lăm klak, tơdrong pơm kơnê̆ noh gô 'bâu ôm, jing hơkăm thoi bih 'bih dong.",thì sớm muộn gì trong bụng nó thức ăn sẽ biến chất và trở thành nọc độc giết người.
"“Đam 'nei brŏk brăi tơ hnam na sư roi kơ tơ'ngla sư dôm tơdrong 'nei. Na tơ'ngla sư kơtơ̆ng thoi ei, sư 'blut tơpă, na sư khan hloi kơ đam sư: ‘Ih dah chă năm rim kơ trong jơ̆p lăm pơlei âu chă krao wơ̆n lu bơngai dơnuh hin, lu bơngai jơ̆ng jo go kơdŭ, lu bơngai măt tol, tĕnh.’.","Đầy tớ ấy trở về, kể lại sự việc cho chủ. Bấy giờ, chủ nhà nổi cơn thịnh nộ bảo người đầy tớ rằng: “Mau ra các nơi công cộng và đường phố trong thành, đưa các người nghèo khó, tàn tật, đui mù, què quặt vào đây.”"
Năr noh đe et xa xỗ xôn tơpă.,Ngày ăn dám cưới hôm nay ai cũng vui vè
"Na lu iem go bat. Inh boih. KrA. Yang, yua ko? lu idm ifh kef ki&.khoi juAt. Inh, ifh kef wei rak to’drong. Inh tola, ma-lei pom kid? tefdrong juat teh dak jum dar kef iem.”.","Bấy giờ các ngươi sẽ nhận biết chính. Ta là Ðức. Chúa, là Ðấng ban lệnh truyền mà các ngươi không tuân theo, đã ra phán quyết mà các ngươi không thi hành, nhưng lại thi hành phán quyết của các dân tộc lân bang."
chơmuk.,nhấn xuống
"Long mă oei rơkah sư iŏk pơm rup yang rup mă pơm kơdih na drap kŭp kơ̆l 'bơ̆t anăp rup noh na sư kơkuh, krao khan apinh rup yang sư pơm noh khan: “Apinh dŏng pơklaih inh yua kơ ih jơ̆ yang inh!”.","Phần còn lại nó làm nên một vị thần, một tượng thần cho nó, xong rồi nó quỳ xuống trước mặt tượng đó và thờ lạy tượng ấy; nó cầu nguyện với tượng ấy và nói, “Xin ngài cứu tôi, vì ngài là thần của tôi!"
"Mồ sư tơpũ kon drồ-nglo, krao anăn. Môap; noh boih jing 'bok kơ kon pơlei adrẽch. Môap mă ding truh dang ei.",Cô chị sinh một con trai và đặt tên là. Mô-áp; đó là ông tổ người. Mô-áp ngày nay.
Inh gô weh ataih đỡng lu bơngai đei jơhngớm kơnễ. . Inh ưh kơ wă pơm tơdrong kơnễ dỡng?,Lòng gian-tà sẽ lìa khôi tôi; Tôi sẽ chẳng biết sự ác.
E dah ră bĕ hơkâu hăp bu?,Nàng hãy nói ra tên hắn là gì?
sut.,lau
"Kơplah inh oei păng iĕm noh, inh kư̆m jơ̆l ră mơ̆n mă-lei inh ưh kơ pơgŏ athei iĕm 'me inh ôh. Inh đei lu 'nhŏng oh bơ̆n đơ̆ng dêh. Masêđôn chă tơgŭm mơnat kơ inh bơ̆n kon jên bơ̆n tơmam sa. Bĭ mă layơ inh ưh kơ wă athei iĕm tơgŭm inh ôh.","Hồi ở giữa anh em, những khi lâm cảnh túng thiếu, tôi đã chẳng phiền luỵ ai, bởi vì các anh em từ. Ma-kê-đô-ni-a đến đã cung cấp đầy đủ những gì tôi cần. Trong mọi dịp, tôi đã tránh không trở nên gánh nặng cho anh em, và tôi cũng sẽ còn tránh như vậy."
Năm jur thŭng thog.,Đi xuống thung lũng
Ma teypa stf wa ptflong. Yesu ham gtfh'pom dah tfh.,thì xin. Người cho thấy một dấu lạ từ trời.
Ttfdrong pom yoch noh lech ddng jerhngom kon btfngai na kon btfngai jing yoch.,"nhưng chính cái từ con người xuất ra, là cái làm cho con người ra ô uế."
"Thoi noh na, dao ifh kor dei layer pordcfh porram hnam dotao ih, yua kor ih ifh. kor poryom kef. Inh, torgar idk akan. Uri, botagai. Hetit, petal akan ih.”.","Ấy vậy, gươm sẽ không bao giờ ngừng chém người nhà của ngươi, bởi vì ngươi đã khinh dể. Ta và cướp vợ của. U-ri-gia, người. Khết, làm vợ ngươi."
Ăn kơ hnam. Arôn khan bẽ: “Tơdrong 'mêm sư oei oei ling-lãng!”.,"Nguyện nhà. A-rôn nỏi rằng,. Sự nhân-từ. Ngài còn đến đời đời!"
Tông bu wà ka. Diông. Dôk. Gle kûm samah prai iôk lei lai deh.,Còn ai muốn lấy. Diông Đõk. Gle cũng tương tự như vậy.
"Ma-lei. Jehdseba kon dro-kan poTao. Jehoram, stf noh mo. Ahasia, rop toTdng. Joas, kon dro-nglo. Ahasia dong lam lu kon to’dSm po?tao ma ya. Athalia wa porloch, dong noh on le stf lam anih tep, oei ham ya ma rong stf pang on le stf wa ko? Athalia cha tfh ko? 'boh; yua ko? thoi noh na de huay :ko’ dei porloch stf.","Nhưng bà. Giơ-hô-se-va, ái nữ vua. Giô-ram và là chị của vua. A-khát-gia-hu, đã ẵm. Giô-át, con vua. A-khát-gia-hu, lén đưa cậu ra khỏi số các hoàng tử sẽ bị sát hại, giấu trong phòng ngủ cùng với người vú nuôi. Như thế, người ta đã giấu được cậu bé khuất mắt bà. A-than-gia, và cậu không bị giết."
"Mă-lei. Kră. Yang oei tơ lãm hnam 'lỡng rơgoh sư, 'bỡt anăp sư, jỡp kơpal teh gô ngăn hreh.”.","Còn Ðức. Chúa,. Người ngự trong thánh điện, toàn thể cõi đất, hãy thinh lặng trước nhan. Người!"
pơtăng .,phình ra
krŭ.,tê giác
Đei minh tơdrong hlĭch păng kơnê̆ dêh truh boih tơ lăm char âu.,Một việc ghê tởm và kinh khủn Đã xảy ra trong xứ này:
Hăp kơdâu ôn tơpơ.,Bởi lòng dạ ngươi quá xấu xa ác độc
"Pơtih gia, dah bơ̆n pơm kơnê̆ kơ sư hơdrol, na sư tôn teh bơ̆n, mă bŏn thĕng đĕch, noh kư̆m ưh kơ yua kiơ ộh, ưh kơ đei bu khan bơ̆n bơngai 'lơ̆ng dơ̆ng. Dah bơ̆n 'nĕ chă pơm kơnê̆ kơ sư, gô mong kơ sư chă areh kơ bơ̆n đĕch, noh 'Bok. Kei-Dei lăp đon.","Vì nếu có tội mà anh em bị đánh đập và đành chịu, thì nào có vẻ vang gì? Nếu làm việc lành và phải khổ mà anh em vẫn kiên tâm chịu đựng, thì đó là ơn. Thiên. Chúa ban."
"‘Au. Inh wefh minh 'nu befngai peftruh ndr. Inh hddrol, wa kef sif hefmet trong kef. Ih.","Tôi nói thật với anh em: trong số phàm nhân đã lọt lòng mẹ, chưa từng có ai cao trọng hơn ông. Gio-an. Tẩy. Giả."
Yêsu iung arih đơ̆ng lôch.,Sự. Chúa sống lại
"Đĭ-đăng lu drŏ-nglo drŏ-kăn lăm kon pơlei pơla. Isơrael. Đei jơhngơ̆m pơdrŭt wă tơgŭm tơdrong jang. Kră. Yang pơkă kơ. Môis noh, lu sư chĕp ba tơmam pơyơ̆r kơ. Kră. Yang kiơ̆ thoi lu sư wă kơdih.","Cả dân. Y-sơ-ra-ên, nam hay nữ, phàm ai có lòng cảm-động xui cho mình tình-nguyện quyên vào các công-việc Đức. Giê-hô-va đã phán dặn nơi. Môi-se, đều đem dâng cho Đức. Giê-hô-va các lễ tlnh-nguyện vậy."
Gah dăm. Giông nĕ jĕ ho dăm.,"Có điều gì không đúng hay không vừa ý, mong cháu. Giông đừng có để ý nhé."
Sư rai đunh rai pơm tih; gah inh rai đunh rai sruh rai iĕ.,"Người phải nổi bật lên, còn thầy phải lu mờ đi."
"Abraham kră boih, sơnăm đĩ lơ, lăm tôm tơdrong. Krà. Yang đei ăn pũh hiôk kơ sư.","Ông Áp-ra-ham đã già nua tuổi tác, và Ðức. Chúa đã chúc phúc cho ông Áp-ra-ham trong mọi sự."
inh pel khong me inh chonh ăn inh.,tôi sờ đồ mẹ tôi mua cho tôi
kơ xe bôk hloh boi.,xe đi qua rồi
"Đờng rồng noh wỡt mă bar lu sơ pôk pớyom. Sôlômôn kòn drồ-nglo Đawit pơm pơtao, lu sư tuh đak pơgang 'bâu phu kơ sư 'bờt anăp. Krà. Yang, păng pôk ăn. Sađôk pơm 'bok soi.","Lần thứ hai họ phong. Sa-lô-môn con vua Ða-vít làm vua, rồi họ xức dầu phong ông làm nhà lãnh đạo phục vụ Ðức. Chúa, và phong ông. Xa_x0002_đốc làm tư tế"
"Kră. Yang khan “Gô đei hơmĕng kơ kon sâu đơ̆ng rŏng, kon sâu lu iĕm gô brŏk tơ char kơdih.","Tương lai ngươi sẽ tràn trề hy vọng,. CHÚA phán, “Con cái ngươi sẽ trở về lại đất nước của chúng.”"
"ơ. Jerusalem, dah inh hiơt kơ ih,- Ăn kơ ti 'ma inh hiởt kơ tơdrong gơh hơgei sư.","Hỡi. Giê-ru-sa-lem, nếu ta quên ngươi,. Nguyện tay hữu ta quên tàỉ-năng nó đi!"
bom.,chạm
pinh.,hỏi
"ũnh sa tơ anăp lu sư, đei ùnh sa tơ rống lu sư, đei pla ũnh sa pơgoh. Adrol kơ sư teh đak âu thoi pơgar Êđen, truh đỡng rồng kơ sư weh teh đak noh jing juơjuõ, păng ưh kơ đei kiơ gơh klẽnh đỡng lu sư ôh.","Ði trước dân này là khối lửa thiêu, theo sau chúng là hoả hào bốc cháy. Trước khi dân ấy đến, xứ sở ví tựa vườn Ê-đen; sau khi dân ấy qua, chỉ còn bãi sa mạc hoang tàn. Chẳng có chi thoát khỏi sức phá hoại của chúng."
Nĕ ăn jơhngơ̆m ih arih 'ngeng kơ lu bơngai yoch. Mă-lei athei arih băt hli yom kơ. Kră. Yang rim năr.,"Ðừng để lòng con phân bì với quân tội lỗi, nhưng hãy luôn kính sợ Ðức. Chúa,"
hŏa.,hóa
"Đơ̆ng noh na. Yêsu hue tơ bơngai drŏ-kăn noh khan hloi kơ. Simôn: “Ih lăng bơngai drŏ-kăn âu. Lăp. Inh mơ̆t tơ hnam ih, ih ưh kơ ăn kơ. Inh đak wă ôp jơ̆ng. Inh ôh, mă-lei sư âu ôp jơ̆ng. Inh păng đak măt sư păng sut pơhrĕng păng sŏk sư kơdih.","Rồi quay lại phía người phụ nữ,. Người nói với ông. Si-môn: “Ông thấy người phụ nữ này chứ? Tôi vào nhà ông: nước lã, ông cũng không đổ lên chân tôi, còn chị ấy đã lấy nước mắt tưới ướt chân tôi, rồi lấy tóc mình mà lau"
hơyoh.,trẻ
"ơ bre băn. Dang,. Dẽcli.","Hỡi bạn. Dang,. Dẽch."
kơpul.,nhóm
"Âu boih, trô boih dăm.","Đúng là nơi này, không sai, con trai, con gái thường hay gặp gỡ chào hỏi nhau, cháu ạ."
Bar anu anhõng oh. Tơgar mĩnh tõ kông?,Hai anh em tranh nhau một trái núi?
Năng năng đe et xa tơ noh hnha.,"Chồ này chỗ kia, người ta ăn uống vui vẻ"
Kon ier anâu jơ mrang prê.,Con gà này mào đỏ chót
"Hơ... ơ... mih yây, tơdrong yă kiơ kiơ̆ kơ hiơ̆k jơ̆l mih hah... hơwơ̆l bung klak yơh mih.",Có cái gì đâu hở bác?
"Pơlao. Chuơh. Dreng lăn thẽng rơheng kơleng năng yă hăp păng breo yôp ană đẽch ai, bâr pơma hơda:","Ôi thật may phúc lớn cho nhà ta hôm nay gặp được cháu dâu trưởng, cháu dầu mới, cháu dâu xinh đẹp cùa ta"
Anhong hăm hơgeiprah phao ưh?,Anh có bắn súng giỏi không?
Ani khan nống kơ kron lăm hnam đĩ pă sũk ngang.,"Đây, cứ nhốt suốt trong nhà chán lắm rồi."
"Trong bơgê, inh năm hok.","Buổi sáng, tôi đi học."
"Kial tơthu tơ gah gơal, wơ̆t tơ gah yă-nơ̆m, sư wơ̆t wih ưh kơ pơdơh, đơ̆ng noh wơ̆t tơ đêl trong sư blŭng-a dơ̆ng.","Gió thổi xuống phía nam, rồi xoay về phía bắc : gió xoay lui xoay tới rồi gió đi; gió trở qua trở lại lòng vòng."
Huram pơm keh tôm dôm tơdrong mă đờng pơtao. Sôlômôn jao ăn kơ sư lăm hnam. Kră. Yang 'Bok. Kei-Dei; '.,Ông. Khi-ram hoàn thành tất cả công trình mà ông đã thực hiện cho vua. Sa-lô-môn trong Ðền. Thờ. Thiên. Chúa:
"Inh gô wơh ih wă kơ pơlar măt lu bơngai tơmoi wă kơ lu sư gơh ’bôh. Tơdrong ‘Nao ’Lơng, wà kơ lu sư gơh jàk đờng măng mu. na oei lãm hơdah, wà kơ sư jãk đơng yang. Satan, na năm tơ 'Bok. Kei-Dei. ’Bok. Kei-Dei gô pơklaih lu sư đờng dôm tơdrong yoch hăm jỗ lu sư jing bơngai 'lơng torpăt thoi đT-đăng lu bơngai lui kơ. Inh.’. Pôl roi sư bơtho tơdrong. Yêsu kơ bơngaì. Juđè hăm lu bơngai tơmoi.","đặng mở mắt họ, hầu cho họ từ tối-tăm mà qua sáng-láng, từ quyền-lực của quỉ. Sa-tan mà đến Đức. Chúa. Trời, và cho họ bởi đứctin nơi ta được sự tha-tội, cùng phần gia-tài với các thánh-đồ"
"Stf athei duh 'mong puan ploTig, yua ko stf pom thoi noh, stf tfh ko dei johngdfin bat mOnat.”.","Nó phải đền gấp bốn con chiên cái, bởi vì nó đã làm chuyện ấy và đã không có lòng thương xót."""
Lu 'bok khan le adrol kOplah noh oei ngoi 'bot anap stf.,"Lúc anh em ngôn sứ đang ngồi trước mặt ông,"
"Inh ôr khan: “Răm-'băm dêh kơ inh! Inh đĭ răm bơih! Yua kơ inh jơ̆ minh 'nu bơngai đei 'bơ̆r kơnê̆ 'mê̆-'mach, oei hơdai hăm kon pơlei đei 'bơ̆r kơnê̆ 'mê̆ mach, yua kơ măt inh lăng 'bôh bơih pơtao, noh bơih. Kră. Yang. Tih. Hloh!”.","Bấy giờ tôi thốt lên: ""Khốn thân tôi, tôi chết mất! Vì tôi là một người môi miệng ô uế, tôi ở giữa một dân môi miệng ô uế, thế mà mắt tôi đã thấy Ðức. Vua là Ðức. Chúa các đạo binh!"""
"Kơlih krong bơ̆n krona yêr hơnat, dăm amơ̆i.","Đừng đi ra sông, nguy hiểm lắm."
Nhôn 'bôh. Yêsu. Krist oei tơ teh âu. sư boih ăn kơ bơn arih ling-lang păng 'Bok. Kei-Dei. Kơlih kơ nhôn 'bôh sư tơpă na nhôn gơh roi ăn kơ iĕm tơdrong sư. sư arih păng 'Bă sư 'Bok. Kei-Dei đơ̆ng blŭng-a sơ. sư arih ling-lang ưh pă layơlôch. sưjur tơ ala teh âu păng tơ'bôh kơ nhôn akâu sư.,"Quả vậy, sự sống đã được tỏ bày, chúng tôi đã thấy và làm chứng, chúng tôi loan báo cho anh em sự sống đời đời: sự sống ấy vẫn hướng về. Chúa. Cha và nay đã được tỏ bày cho chúng tôi."
“Idm tep podoh bio? ha? Dang ei truh jo de wa rop. Inh. Kon. Bongai jao ko lu bongai yoch boih.,"Lúc này mà còn ngủ, còn nghỉ sao? Này, đến giờ. Con. Người bị nộp vào tay những kẻ tội lỗi."
"“Yua kơ. Inh ựh pă 'mềm boih kơ kon bơhgai lăm teh âu; mă-Ịeỉ 'hâu,. Ihh gô jao rim 'nu bơngai kơ lu rông hôt sư kơdih păng lầm ti pơtao lu sư; lu sư gô blah pợịuă teh đakj. Inh ưh kơ đei pơklaih lụ sư đỡng ti đe nohrôh.”.","Và đây, chính. Ta sẽ trao mỗi người vào tay người lân cận và vào tay vua của nó; những người này sẽ tàn phá xứ sở, nhưng. Ta sẽ chẳng cứu một ai khỏi tay chúng."
"Dang ei, ih athei krao akum pordi lu linh ma oei oei noh, ntan wang blah idk porlei tih noh, mifh inh blah idk kotah de krao pcflei noh anan inh.?","Giờ đây, xin ngài tập hợp số quân binh còn lại, bao vây và chiếm thành, kẻo chính tôi sẽ hạ thành và nó sẽ mang tên tôi."""
"Tơdrong hơgei. Ih, inh làng hlìch mơsêh tơpă. . Kojung dèh inh mah 'mơn pá truh!","Sự ưi-thức dường ấy, thật diệu-kỳ quá cho tôi,. Cao đến đỏi tôi không với kịp!"
cỗ inh bị đei tơ hnam.,vợ toio không có ở nhà
"Krà. Yang 'bồh. Jakôp ưh kơ 'mêm kơ. Lêa, ăn kơsưđei pojing hơlỡp, gah. Rachel hơwỗng hơwõ.","Ðức. Chúa thấy rằng bà. Lê-a không được yêu, nên. Người cho bà sinh đẻ, còn bà. Ra-khen thì hiếm hoi."
"Inh kơgú đĩ-đăng dêh char gô tơdrồ pàng dôm tơdrong hơpơi wă. Iu dêh char gô truh păng. Inh gô pơm 'bẽnh blai kơ hnam âu,’. Kră. Yang. Tih. Hloh khan thoi noh.","Ta sẽ làm cho tất cả các dân tộc phải chấn động và các kho tàng của các dân tộc sẽ đổ về, rồi. Ta sẽ làm cho Ðền. Thờ này rực rỡ vinh quang. Ðức. Chúa các đạo binh phán."
"Thuđa sở, sư pơang kơdih akâu pơm 'bok tih, kữm đei dang puăn- hrẽng ‘nu bơngai kiờ sư. Mă-lei đe pơlôch sư, na đĩ-dăng bơngai kiỡ sư tơklah tơklang pă gơh pơm thoi yơ boih.","Trước đây,. Thêu-đa dấy lên, xưng mình là kẻ tôn-trọng, có độ bốn ưam người theo hắn:. Hắn bị giết, và cả thảy những kẻ theo han đều tan-lạc, rút lại chang qua là hư-không."
phĕi.,con rái cá
Pilat khan kor lu sif: “Kolih kef kier iem wa poloch. Sif? Sif poTn tefdrong yoch kior?”.,"Tổng trấn lại nói: ""Thế ông ấy đã làm điều gì gian ác? """
Po ih yơh gơh tơlang hăp.,Chuyện. Se Đak làm hại cha thì cha hãy tự quyết định
"Truh năr mă puõn nhi năm hrẽch kơdrờng păng inh rỡng lễ bơih, tống tơbốp sem kiơ, inh khõm mă prah hơlâu.","Đến ngày thứ tư thì chúng tôi đi cắt rừng và tôi quyết định, nêu gặp con gì, tôi sẽ chủ động bắn trước"
"Na lu ’bok soi tih po’dau bal pang lu de kra sek tolang vva apah lu linh gak jen lo,.",Các thượng tế liền họp với các kỳ mục;
"Dêh char âu đei ăn đĕch kơ lu sư bơih, ưh kơ đei bơngai tơmoi ayơ gơh mơ̆t oei lăm khŭl sư.","Chỉ các vị này mới được. Thiên. Chúa ban cho miền đất ta đang sống, bấy giờ nơi đó chẳng có ngoại kiều nào lẫn lộn."
"Lu bơngai khan lê̆ adrol pơma hơlĕnh, lu 'bok soi pơgơ̆r kiơ̆ thoi lu sư gơh kơdih lu kon pơlei. Inh lăp dêh kơ tơdrong thoi noh. Mă-lei truh năr tôch kơnh lu iĕm gô pơm thoi yơ?”.","Các tiên tri đã nói những lời tiên tri giả dối. Các tư tế đã lạm quyền để trục lợi cho mình,. Thế mà dân. Ta lại ưa thích như vậy! Nhưng rồi đây khi mọi sự sẽ đến hồi kết liễu, lúc ấy xem các ngươi sẽ xoay xở thế nào?”"
"Lu bơngai băt bơih kỡnh jỡ lăn đẽch, chhõ đak đang thar wih brõk đẽch deh.","Còn những người biết thì im thôi, múc nước xong lo về ngay."
"Kră. Yang gô ôp hơrao tơdrong pơm 'mê̆-'mach lu bơngai lăm. Siôn, sek tơlang chhut rơgoh đĭ pham lăm pơlei. Jêrusalem hăm. Tơdrong. Mơsêh. Sư.","Khi. Chúa. Thượng đã dùng thần khí thông minh và thần khí có sức thiêu huỷ mà tẩy sạch các thiếu nữ. Xi-on khỏi những gì ô uế, và gột rửa. Giê-ru-sa-lem khỏi máu đã đổ ra trong thành,"
"Lu sif go bolho khan ktf kon poiei bat ktf ttfdrong kief ma 'long ro’goh. Pang ttfdrong kitf ma hma dech, ttfdrong kitf ’me-'mach pang bSt ttfdrong kitf ma ro’goh.","Nó sẽ chỉ cho dân. Ta biết phân biệt điều thánh thiêng với điều phàm tục, và sẽ dạy cho họ biết phân biệt điều ô uế với điều thanh sạch"
Ba bĩ đei đon amễ dih băl.,Hiện nay tớ xin nói rõ bọn xấu đã tiến tới khu rừng già rất là đông như cây cối lớn nhỏ
Duch noh oai kơ chĕng truh tơ kon.,Cô ấy đang nghĩ đến con
Tơdah tơmam soi ih pơyơ̆r hăm tơpŭng hơdrĕng tơ lăm gŏ gang tih ih athei pơm hăm tơpŭng hĕch hăm đak rơmă ôliwơ.,"Nếu ngươi dùng vật chiên trong chảo lớn đặng làm của-lễ chay, thì phải bằng bột mịn với dầu."
kotum.,tập thể
"Lemek dei minh-hreng to’hngam-jit 'bar sdnam, pojing minh 'nu kon drd-nglo.","Khi ông. La-méc sống được một trăm tám mươi hai tuổi, thì sinh ra một người con trai."
"Hittp 'nar glơh, kơtdmg. Kra. Yang 'Bok. Kei-Dei yak nam lam pơgar. Adam pang akan stt on akau bre stt tdk-bdk httmul 'long, wa weh ddmg muh mat. Kra. Yang 'Bok. Kei-. Dei.","Nghe thấy tiếng Ðức. Chúa là. Thiên. Chúa đi dạo trong vườn lúc gió thổi trong ngày, con người và vợ mình trốn vào giữa cây cối trong vườn, để khỏi giáp mặt Ðức. Chúa là. Thiên. Chúa"
"Sư ưh kơ ôr pơret, kư̆m ưh kơ pơma re, ưh kơ ăn kơ đe kơtơ̆ng nơ̆r sư tơ rok trong pơlei.","Nó sẽ không kêu to, không nói lớn, không để ai nghe tiếng giữa phố phường."
Lu stf go tbid ih lam solung jru pang ih go loch ham to’drong loch krtfp deh lam dak do’s!,"Chúng sẽ xô ngươi xuống hố, và ngươi sẽ chết thê thảm giữa trùng dương."
"Minh pah, dôm cấp, dôm ngành, đoàn thể, dôm xã, thị trấn păng dôm thành viên hội đồng nghĩa vụ quân sự huyện pơm dơng tơ dra deh công tác vận động tuyên truyền truh kon pơ lei, đôn đốc, khan bơ tho, động viên dôm tơ dăm păng unh hnam đei đe oh oei lơm diện krao, khám iok nghĩa vụ quân sự, pơm lơng nghĩa vụ công dân.","Ngoài ra, các cấp, các ngành, các xã, khám tuyển nghĩa vụ quân sự thực hiện tốt nghĩa vụ công dân, nhắc nhở, thị trấn và các thành viên. Hội đồng nghĩa vụ quân sự huyện tiếp tục đẩy mạnh công tác vận động tuyên truyền đến nhân dân, đoàn thể, đôn đốc, động viên các thanh niên và gia đình có con em nằm trong diện gọi"
"Lu stf khan: ‘Dang ei tro kd man hnam. Pdlei au jing go 'bung, lu bd'n jing thoi 'nhem sech.’.","Chúng nói: ""Chưa xây nhà ngay được đâu, vì thành là nồi, chúng ta là thịt."""
"Sadok kon torddm,. Ahitup pang. Ahimelek kon teydam. Abiathar porm 'bok soi; pang. Seraia petal 'bok yong chih hla borar.","Ông. Xa-đốc, con ông. A-khi-túp, và ông. A-khi-me-léc con ông Ép-gia- tha, làm tư tế. Ông. Xơ-ra-gia làm ký lục."
