Bahnaric,Vietnamese
đưk,lư
'bạ,lúa
brĕ pă 'bôh,biệt tăm
brơ ̆ m,viên đạn
brơ̆k,thương hại
brơ̆t,khiếp vía
buh 'bum 'blang,nướng sắn
minh hnưr,lửa
bâu,có mùi
bâu phu dêh,thơm quá
bãt rơđah,biết chính xác
'ba tơ yông,lúa nếp
bôbông,rộng tuếch
ba hơ răng,lúa tẻ
chih tơ 'bôh,luận án
bôn kơne ti,bắp tay
bônh put,nhẹ dạ cả  tin
tơgăn,luân phiên
khôi juăt,luật
băk tơnam,đeo dây chuyền
luơ̆t,luật pháp
dăr,lúc
băt tơdrong jang,biết việc
băt tơpăt,biết sự thật
bătyă,biết điều
bĭ anhŏng k,còn anh
bĭ mai k,còn chị
bĭ oh k,còn em
bĭng kơ kial,khuất gió
bŏuroi,phao tin
bŭng,bung
hngâm,lực
bơ 'bang kiơ,thiếu gì
bơ bôl,thấy mờ mờ
bơ lŭk,dại
jơnang 'noh ,lúc đó
lưk lương,lực lượng
bơ ngai kơnê̆,biến chất
bơ ngai sem bri,cầm thú
bơ ngai tung tơmam,kẻ trộm
jơnang 'noh hĕi,lúc nãy
bơ o klak,trướng bụng
bơ tho khan,bảo ban
trŭ,lũng
bơ ̆  jang,làm việc
bơ ̆  jang alâng,làm tốt
chơkŭr,lưng
bơbe bram,dê đực đầu đàn
bơblông,ngùn ngụt
bơbo`ng,cái bình bầu
bơbrĭng,san sát
bơbrơ̆k,thầm thì
bơbrơ̆ng,nằm thẳng
bơbu ̆k teh,xúc đất
bơbu ̆k trôk,xúc bùn
bơbâp,lập cập
bơhleng,nghén
bơluăn,nguyệt
bơlăm,bàn tán
hlơm,lưới
bơmông,lễ tang không hài cốt
bơmĕch,nhọ
bơmơ̆t,hướng tây
bơneh,tối đa
guem,lưỡi
bơngai chơvong hơkĕ,người gầy
kâuvah,lưỡi câu
hla piêt 'yĕr,lưỡi gà
bơngai jang mir na,làm nông
rơnŭng,lươn
luô̆ng,luống
bơngai pơma pơm jang hơlĕnh,cái già
lương,lương
lươ̆ng,lượng
bơngaí pơma pơm jang hơle`nh,cáo già
towng jơ hngơ̆m,lượng sức
bơnê,cám ơn
bơnê kră alŏ,mừng thọ
bơnŭng,bánh tẻ
bơnơ,con đê
tơthăt,lượt
bơnơ̆ng,nắp xoong
bơrơng,dìu dắt
rơlat,lụt lội
bơvang,bao vây
bơve`nh,cái xoáy
bơvĭnh,quanh quẩn
bơxŭn,túp lều
rĕng,luỹ
bơyơ̆ng,đi qua lại
bơ̆ jang chŭn,nghề nông
lĭ,lý
bền,bền
bổi,cái hũ
đe ̆i tơdrong,lý do
atău,ma
cak,loang đuôi
cham ngôi sok iĕr,sân cầu lông
cham pah 'bŏng lŏng,sân bóng chuyền
cham să,sân vân động
cham đă 'bŏng lŏng,sân bóng đá
kaka,má
che sut cơ'bang găm,giẻ lau bảng
cheng găn tep,buồng ngủ
chho ̆ ng io ̆ k ka,vớt cá
chhur,đau lòng
chhut kơ 'bang,lau bàn
chhut kơ 'bang găm,lau bảng
chhut tang do ̆,lau ghế
chhôk,khoan khoái
chhŏk,thuẫn
chhơ̆,họa
pơtao,mã
chi tơbăt ăn,đăng kí
bơxat,mả
chih hla pơar,viết sách
chih tơroi,viết phóng sự
chok dih băl,đấm nhau
chom,hóc
chong hơnong 'ba,phát rạ
chop bơngai tơdông,rình trộm
tơđah 'ba anỡp,mạ non
lêh lêm,ma quỷ
rơhai,mác
chrek hla ar,rọc giấy
chroch so ̆ ng,vót chông
chrât,ngàng
chrêng,ngạc
chrêng chrangỉ blư,đột nhiên
trong pham,mạch máu
trong dak lĕch,mạch ngầm
chrĕm,buốt
chrĕng,vọng
'năr dơning,mai
chrơp,lạ
chrơ̆t,dừng
chu ̆p,vồ
chue,vận
chuơ ̆ r,vọt
chuơ ̆r,vụt
chuơh đak dơxĭ,cát biển
chã,du
chã juang tơmang,du lịch
chêng klŏng,chiêng cải tiến
'yŏng,mái
chôn,ích kỷ
chă along ũnh,kiếm củi
chă hơvơ̆ ka,mò cá
chă yâu ka,xúc cá
chăl hle,thời đại mới
chăl ning mônh,thời sau
chăr along ŭnh,chẻ củi
chĕ,chế
chĕng iŏk bri,lấy rừng
chĕng sơlam,chia ranh giới
kŏ jong,mai mối
bơ bŭng hnam,mái nhà
ning nai kai kơnh,mai sau
klôk,mâm
chĭt kơ̆l,bịt đầu mối
chŏu,bấu vứu
'dak,mầm
chơ cho hơbăn,may váy
chơ choh anhe`m,băm thịt
chơ choh ao,may áo
chơ choh chư,đánh máy
chơ choh hơbĕn,may quần
chơ choh kơ ting,băm xương
chơ chre ̆ng,vang vọng
chơ chrơ̆,tiếng nước chảy
chơ khŏ đă 'bŏng lŏng,giày thể thao
chơ nglai ao,lai áo
măm ruô̆k,mắm ruốc
kơmung,màn
chơchĕr,lóng lánh
chơgăm,chăm chỉ
chơi,sướng
jrŏng,máng
'lang,măng
chơng rơng gơng,bắc cầu
chơng rơng tôl,giàn bí
chơng rơng tơyĕn,giàn mướp
chơnglai hơbe ̆ n,lai quần
chơvơ,láng cháng
chơâng,gàn dở
chư ̆  hơle ̆nh,xảo quệt
chắ,lằn
chết,chết
mang,mạng
hơ tong dak,máng xối
d joh suang,văn hoá nghệ thuật
d krang mang yang,đèo mang yang
dak,phủ
dam dă 'biơ̆,đỡ chưa
tơnăr jrăng amăng,mành
akĕ akĕ blong blong,mảnh mai
jơmang,mào
jtfmrang,mào gà
djơ,uớt
boy,mào lông
dong .,đập
chơ'nit,mập ú
dong doi hnam,dãy nhà
dou,liệu
măt găr,mắt
drong găn,ghé
drong kơ pô,chuồng trâu
dru ̆k,xám
druĕi,ngán
drâng,nhất trí
drăi,gượng
kơmăt,mật
drŏ kăn drŏ nglo,gái trai
'mŏ,mặt
drơ̆,xốc lên
drơ̆ng pơm,đồng ý làm
duda,bất kỳ cái gì
duh lĕi lăi,như vậy
dui jơhngâm lap,hì hục
măt teh,mặt đất
mât đô,mật độ
dak ngam hong,mật ong
dôm anu bơ ngai,mây người
dôm tŏ along,mấy cây
dôm tŏ lăm,mấy phòng
dôm tơdra nâr pơma,các dấu câu
dô̆ song dih băl,chia nhau
dõng bơngai ji`,cấp cứu
dă 'biơ̆ bơih,đỡ rồi
dă biơ̆,đỡ
khẽi,mặt trăng
dăn,khụ
dĭ drơ̆ng,đã đồng ý
măt 'năr,mặt trời
dŏm,đŭ
pham,máu
dơ dui ̆ nh,loay hoay
nhêm,màu
dơduinh,quay cuồng
dơduir,loanh quanh
chhek,mâu
mâu,mẫu
mơu giao,mẫu giáo
pang gah mĕ,mẫu hệ
hơpĭk,màu sắc
'bap,máy
dơnâu pĭk pŭk,ao bèo
dơnỡng,gỗ hương
hơmuơl,mây
dơyĕn,quả mướp
dầu,"""đak dâu ủnh"
dẽng,đung
dỡng,ngay
ei tht,ấy
et pô̆ băn,kết nghĩa
fê,phê
hơmơy,mày đay
anal,máy in
gah bơbah gah tu,bắc nam
dôm kơ măy,máy móc
lơgâu,me
lơnga,mè
gat jâng chư,gạch chân
get chai pơ kau,lọ hoa
get chai pơchah,chai vỡ
get đak mư ̆ c,lọ mực
get đak pơgang,lọ thuốc
tơhueh,mẻ
mẽ,mẹ
giep,và
gil gu ̆l,lặc lè
giăn,nhằn
giơ,đòi
giơ` đêl hre,đoi nợ
mĕ kơ drăng,mẹ chồng
giơ̆ đêl hre,đòi nợ
mĭ yăng ,mẹ ghẻ
mĕrong,mẹ kế
gle ̆k glo ̆ k,viêm khớp
gli ̆ p,xẩm tồi
gloch,né
gloh kơ oh,hơn em
mĕ hơ kăn,mẹ vợ
glăr,lỏi
glĕk,viêm
kõt,mèn
glơgleng kơ đon,inh tai
glơi đak dơnâu,bơi hồ
glơi đak tơxĭ,bơi biển
glơng tơ mam sa,bưng đồ ăn
glơ̆l,chới với
go ̆,xoong
go ̆  hlôh,xoong thủng
go ̆  ngân,xoong nhôm
gokơdŭ,lưng còng
meo,mèo
hơlĕnh,mẹo
meu bri,mèo rừng
gre blơ ̆,lật xe
bĕp,mép
gro ̆ l along,lăn cây
gro ̆ l jâng gre,lăn bánh xe
gro ̆ l tơmo,lăn đá
groi along hơ ngo,đồi thông
bum blang,mì
grĕng sơke,nanh heo rừng
grŭp pơhrăm,nhóm học tập
gu ̆ t,vịn
gu ̆ t along,vịn cây
kơ tao,mía
'bơr,miệng
gât,cai
gô mâng kơgâp,ỷ lại
gô mâng năng,yên trí
gôlăng,chă lễ`
găn tơ 'ngoaih,gạt ra
găn tơ drong jĭ,phòng bệnh
gĩp,dồn
gĭt kơ oh,quý em
hnam bô,miếu
mi`n,mìn
gŭi,trái gùi
gŭt hră,lên dây ná
lơmek ,mịn
gơ lŏng get chai,súc chai
gơ`r along khir,cán cào
gơ`r along ko`ng,cán cân
gơ`r săng kô,cán liềm
gơamêm,nhân đạo
mơnăt,mít
gơgap,xê
gơgo ̆ nh,lon ton
gơgăm,đen đen
kõk,mõ
hul,mồ
gơnam,thù địch
gơnam dih băl,thù nhau
gơnuang,cái vành
gơnăp,cái cạp
gơnăp kơ đum,vành nia
chơ'bong,mỏ
ha bơ̆h,há to miệng
hakŏp,cộng
hao kơ pô,cưỡi trâu
hek he ̆ch,xé nát
hek hla ar,xé vở
hi`a,dự trữ
hiap athĕi lôch,rủa chết
hiom hiom,hơi lành lặn
kơđôp,mớ
lơma,mỡ
hiâng,lự
hiôk chơt tơ pă,rất sung sướng
hiĕm nhŭng,cho heo ăn
hiŏu,phóng qua
hiơt tơ hnam,quên nhà
hiơt đĭ dunh,quên lâu
mô hinh,mô hình
đak hul hang,mồ hôi
hla ar rơneh,khai sinh
tơ drơl,mốc
hla ar tơbăt,tờ báo
hla ar ăn bơngai lôch,khai tử
bơ̆long,mộc
hla e ̆ ch,lá é
hla kơ gôh,cờ đỏ
hla sơbe ̆ i,lá cải
hlach,xén
hlak hla ar,trang vở
mơmơ̆u,mộc nhĩ
hlap,vãi
tơkhul,mốc thếch
hlep,đắn
hli ̆ ch hlăch,lạ lùng
hloh kơ i`nh,hơn tôi
hlu`ng,bao tử
bep,môi
hlăch,lùng
hlĕng,chang
hlĕp,đáo
hlŭng jơma,dạ dầy nhím
hlơ hlư ̆,mơn mởn
hlơr,trẻo
hlơ̆m,thấm thía
hlư̆,mởn
hmo ̆ ng hmo ̆ ng,lấp loáng
hmăi tam mă,đáng chưa
moa,mối
lơgah,mồi
krô,mọi khi
hnam kơjung dêh,cao ốc
chơ'băp,móm
hnam man xi măng,nhà xây
hnam pơgang,trạm y tế
tơ'bong,mõm
hnam wê̆ vê tơmam gĭt,bảo tang
kơ'bâl,mồm
hngach,dầm
hnhum,xít
hnhơ,xúm
hnhơr,phau
môn,môn
tơ mam xa,món ăn
hnơk,ngổn
kơ wah pơ xrăm,môn học
ho`nh,hon
hot,tấp
tơ 'ngiah,móng
hrao,khiu
hrat pơmat tat,khắc nghiệt
hre`p,bí mật
hrech klo kăn,ly dị
hreh tơte ̆ ng,lặng ngắt
hrih chrang,cao giọng hát
hrou hre ̆k,lần lộn
hru`,đền
hrân,nhở
hrâng,àm
hrăt hrot dêh,bận lam
hrĕi,ngột
hrŏk,rận
hrŏu,ghép
hrũ,bồi thường
hrơ kơ kiơ,ngại gì
jơduih,mông
hu ̆ i ho ̆,lác đác
hu ̆t lê ̆,vứt bỏ
huai,chuộc
huan deh,đanh đaá quá
hueh,hỏng
hum đak dơnâu,tắm hồ
hum đak krong,tắm sông
hum đak thong,tắm suối
hum đak tơxĭ,tắm biển
huŏk pơ ŏ,quả xoài
huơ ̆ r gre,lái xe
năr minh,mồng
ngui,mọng
huỡr thong nan,chèo thuyền
hyai,thướt
hyang,lao
hying,ngơ
hyôi,lướt
hyơ̆ dinh đăng,lâu nhất
hâr,háo hức
chởmang,mồng gà
bar tõ măt,móng tay
hõk,bổng
kơmot,mọt
hŏk hơ bu lăm to,triết học duy tâm
đuôn,mũ
rd'nhêng,mủ
hơ 'nơ̆k đak,sặc nước
hơ anơ̆r praih,thức tỉnh
pah pŭng,mùa
hơ ar chih thư,bức thư
mi pơ ler,mưa đá
hơ chô̆ gia,bó tranh
hơ chăng kơ dâu,bỏ trôn
hơ dru ̆ng ie ̆r,lồng gà
hơ drĕng 'boh,rang muối
hơ drĕng hơ 'bo,rang bắp
pơ yan tơ nget,mùa đông
hơ jŏm 'nhik,rèn cuốc
hơ jŏm rơ,rèn rựa
hơ jŏm sung,rèn rìu
hơ jŏm săng,rèn dao
hơ jơ̆m 'long,khắc gỗ
hơ lie ̆ng,lõi
pơ yan tô̆,mùa hạ
'mi hơ măi,mưa phùn
hơ ngơi,mê
'mi rah rah,mưa rào
hơ pôih along,bào gỗ
hơ păh pơ nê,khen thưởng
pơ hla long rung,mùa thu
hơ rao phe,vo gạo
hơ tu`k kơting,hầm xương
hơ tõk ăn,đề cao
hơ yŭn jâng,nhún chân
hơ đuh,giựt
hơ'blo,phù
hơ`k,cảm động
khla 'longchơ nă,mùa xuân
hơben trong,quần kẻ sọc
hơblo jâng păng ti,phù chân tay
hơbloch so ̆ k,vuốt tóc
hơbur,bị thương
hơbăn,cái váy
hơbăn găm,cái váy đen
hơbăn pơkao,cái váy hoa
hơbăng,thính
bŭk,mục
hơbĕn adaih,cái quần dài
hơbŏu,con ốc
hơch,lâng
hơchô̆ 'ba iĕ,lượm lúa
hơdai plĕi nâr,đồng nghĩa
hơdar,lò dò
kơli,mức
dak mơ̆k,mực
hơdri,van
hơdro axi,con ve sầu
hơdrol,tri
atơ̆l,mức độ
khuơ̆k,mực nước
hơdrom along ŭnh,chất củi
hơdru ̆ng,lồng
hơdrôp,rợn
gơwong,mùi
hơdu`,đệm
hơdôm dak dơxi ̆,viễn dương
hơdĕ,tránh né
hơdĕ tơnai,tránh chỗ khác
hơdŭ,cái nêm
hơdơ̆ng,yên tĩnh
hơdơ̆r,nhớ lại
mŭh,mũi
bơhngir,mùi hôi
hơgơ ̆m kơ wă,nếu muốn
hơgơn tang do,kê ghế
hơhrah,bực bội
hơhul,cáu gắt
hơhâng,nực
hơhơch,quen mùi
hơhơk,rượi
pơduôch,mụn
hơiă,vui vẻ
bơtôch,mụn cóc
hơjâm săng,rèn lại dao
chơhlot,mùng
kơđŏng thŭng,mủng
'duh,mưng mủ
hơla kơ the,dưới đất
hơle ̆nh hơleo,láo toét
hơlen,chi li
hơleo,toét
hơli,ghê
hơlu`k,để úp
hơlâk,luyện
'bŏh,muối
hmĕch,muỗi
hơlơ ̆,xới
hơlơ ̆ ba,xới lúa
hơlơ ̆ mơh,xới cơm
hơlơp,tái nhợt
hơlẽnh,dốì
hơmar,tăng
hơmet ming,sửa chữa lại
hơmih tơ nam jang jên lâm char,sở tài chính
hơmih tơ nam jang mir ba,sở nông nghiệp
hơmrah,dễ dãi
hơmu`l,chẵn
'nhŭ hla chơ'bĕi,muối dưa
minh jĭt pơđăm,mười lăm
kơnuăn,muống
hơng lu`ng prit,buồng chuôi
hơnganh,sửng sốt
hơngie`ng,bả vai
hơnglar,ngái ngủ
mương,mương
bơ yĕn,mướp
tơyăn tăng,mướp đắng
rơgĕi,mưu
rơlek,mưu tính
hơnih bơ tho,sở giáo dục đào tạo
hơnih chă tơdrong,sở khoa học công nghệ
gơh chhơ̆,mỹ
mang kâu,na
hơnih tơ nơm jang mir 'ba,sở nông ngiệp
hơnih tơnơm,cãn cứ cách mạng
dung ak,nách
hơnong 'ba kro,rơm khô
hơnâng,bình đẳng
hơpi ̆ nh hơdri ̆,van nài
hơpinh,thăm
hơpok,thăn
hơpuih along 'ba,chổi rơm
juôi,nai
hơret,xiết
hơret kơ jăp,xiết chặt
hơrnăt,trang bị
grŏnh,nái
hơtiguang,đi săn
hơtâp,đấm
hơtãng hiơ hiơr,mỏnh dính
hơtăng hiơ hiơr,mỏng dính
gah nam,nam
hơtơih,vấp
hơvir,loạng choạng
hnăm,năm
hơvăl,bận rộn
hơvĕng,gây gổ
hơvơi,với lấy
hơvơr,khuấy
hơvơ̆,mẫm
hơvơ̆l,nhầm
hơvơ̆t,vẫy
hơyuh tơ angiĕt,âm độ
hơyơ̆l along,rợp bóng cây
hơô,dứ
hơđăl,xắn
hơđơ,yên
hơđơr,lờ đờ
i ̆,vâng
i ̆  ah,vâng dạ
i`ch,ỉa
i`nh,tao
ie`m,các anh
io ̆ k,lĩnh
io ̆ k kle ̆nh,vụng trộm
io ̆ k mơng,vay mượn
io`k,hốt
io`k klo hơkăn,kết hôn
iok,hưởng
iôr,còi cọc
bơm âu,nấm
iă kơ tau,bã mía
iĕr bri,con gà rừng
iĕr tơchoh bă,chọi gà
iŏ đơng sơ̆,bảo thủ
iŏk hơkăn plơ̆ng,tái giá
iẽm,các bạn
j`ơ dãr,đồng hồ quay
jah tơ te`nh,khẩn cấp
drănglo,nam giới
mơ̆u ding dơl,nấm hương
dơnơ̆r,nấm mồ
sơnăm ơ̆u,năm nay
hơ năm xơ̆,năm ngoái
drŏ nglo drŏ kăn,nam nữ
hơ năm kơnh,năm tới
jang bơbrot,làm liên tục
jang gu ̆ m,làm giúp
jang lơ anăr,dày công
jang pơđi ̆,làm hết
jang ăn,hầu
tŏ̆,nắng
jek,nhồi
jo ̆ u,vu
jo ̆ u kư kă,vu khống
long jra,nạng
chơngưt,nặng tai
drĕng,nanh
kơniêng sâu,nanh sấu
jroh păng jâng,đạp chân
jrok kơ trong,lệch đề
jru ̆ m,kim khâu
kơblŭng,nắp
jră năng,đánh gia thử
jrơng,hứng
jrưt,chôm
drŏu tơning tơmônh,nay mai
nem,nem
jua,hiu quạnh
juaih,thành thạo
jre`nh,nến
juen,dẻo dai
kơnơn,nền
juăt bơ̆ jang,quen làm
juăt kơeng,cưng
dơnăl,nền tảng
jâng kung,chân cầu thang
jãk,di
jên hu su kak,tiền xu
jên khăm lăng jĭ,bệnh phí
tơ yông,nếp
jô̆  pơraih,đếm thứ tự
jô̆ kơl  bơngai,đếm người
jăi,tràn lan
gơrrang,ngà
jăl trong,kilômét
jăm kơ nê̆,chê xấu
chơlah,ngã ba
jĩ kơ ting,đau khớp
jĩ rơka,đau ngoài da
jĩ sơ nẽnh,đau răng
jĭ bŏ,bệnh quai bị
jŏng,ngóc đầu
ống nhíing tăng nhrăng,ngà ngà
hơ nglah puăn,ngã tư
so nglŏng tung yă,ngân hà
anih wei jên,ngân hàng
jơhngâm đon alâng,nhân đức
jơhngơ ̆m đon,ýchí
tơnglơh,ngăn kéo
nơ̆r so sơ̆,ngạn ngữ
jeân,ngân sách
gơhêm,ngàu
jơhnơr,hoàn
jơhnơr sơ̆,thế hệ trước
jơjê̆,kế cận
jơk adrih,xanh lá cây
jơk alơ ̆ ng,xanh lơ
jơk bli ̆ k,xanh ngát
jơk kơxe ̆,xanh biếc
jơk plĕnh,xanh da trời
jơlak,cái lạt
jơmŭl,chọc tỉa
jơnu`m măt trâ`n,đai hội mặt trận
jơnŭm măt trâ̆n,đại hội mặt trận
jơprê,xoè quat
jơ̆l,ngùng
k rưp dêh,khủng khiếp
‘năr,ngày
'năr kơnă kơnơ̆l,ngày hội
năr dơmuônh kơnh,ngày kia
ka pơ ôh,cá ươn
năr tơ ning,ngày mai
ka'bah,hẹp hòi
Chơđong,ngày nay
'năr 'năr,ngày ngày
anăr đâng rŏng,ngày sau
'năr chruh kơ̆l,ngày tết
kanh đak dơxĩ,cảnh biển
kaoxã phao,cao xạ pháo
'năr 'lưng,ngày tốt
karate,karate
ke ̆ t keng,la liệt
'năr brư,ngày xấu
ke`p along chih,cài bút
xơ̆ki,ngày xưa
kek,chạch
kon kơpô,nghé
keo 'bum ngô,kẹo lạc
hwih,nghề
kho 'brum phao,kho đạn
kho đak xăng,kho xăng
kho`,hoi
khoa đam iĕng,phó ct
khok kơ ting,hóc xương
kó mưt,nghệ
khor kơ đak,khát nước
khua,chỉ đạo
khua kuôk hô̆i,chủ tịch quốc hội
khuen,khâ u
khuen lơ bâk,khâu rựa
khul ưh kơ đĕi pơm teh đa,phi chính phŭ
bơngai joh suang,nghệ sĩ
pơm pơ trŏ,nghị quyết
rơđah,nghĩa
nơ̆r lăn to,nghĩa bóng
nơ̆r yan ŏu,nghĩa đen
khăi kơ đĕi,hiếm có
khăm lăng ji`,khám bệnh
bri atơ̆u,nghĩa địa
khĕch,trung quốc
nghiêp,nghiệp
khĕi tơ pơxat,cúng tháng
khŏ pơ chuă,dép da
khŭl nhôn,nhóm chúng tôi
khŭl tơdăm kong san hô chĭ minh,trung ương đoàn
khơ̆i,biến mất
h'bo,ngô
ki kơ jăp,ki kết
ki`,cái bè
gah hơgah,ngoài
kit ing,con ếch ương
kit jrang,con chàng hiu
kit kơpô,con ếch đồng
kiĕt kơ doh,gọt vỏ
kiỡ,hoá
klak tih tap,bụng bự
klal,quản
chel,ngoại
kle ̆ch,xuyên
klep hla ar,dán giấy
ttf'ngah,ngoại đạo
tŏk bŏk dơxĭ,ngoài khơi
teh đak nguaih,ngoại quốc
klôt,cái quần đùi
oĕi tơ anguaih,ngoại trú
klõk,cái rốn
klõk đak,đáy.nước
klăh,rĕ
klăn pơnga,con trăn hoa
hơnglŏng,ngôi sao
klĩk,dập
klŏ,sõi
rơdja,ngón
klơmg,nhấc lên
klẽ,ẳn
klẽnh,biến
ko`ng,cân
kơnhông,ngọn
hơ drăng chĭng,ngón chân
kon drŏ nglo,con trai
hơ drăng ti,ngón tay
pơlih,ngữ
kram pơ nŭng,tre non
krao iung,gọi phải dậy
nâr trŏ 'blep,ngữ pháp
kret tơ xen,keo kiệt
hseh,ngựa
krăk,trắc
krĕo kơ pô,thiến trâu
krĕo rơ mo,thiến bò
kơ tơh,ngực
krơ'bang,cái bàn
'luôn,ngụm
ku`i tơ lẽi,bện dây
'blê 'bla,người
kue ̆ ch kue ̆ l,vòng vèo
kuĕl,vèo
kâm tơrông,cúng nhà rông
kâp,cấp
kô cho`u,cấu
kông lôk,gò
kăl dang ĕi,đột xuất
kăl kơ oh,cần em
kăp hăm 'bar,cấn miệng
kăp hăm 'bâr,cắn miệng
kăp sơ nĕnh,cắn răng
kăt kơ tĕch,cắt đứt
kĕ chơ̆n,rất bình tĩnh
kĕu,nghéo
kĩlô,kilôgam
kĭ hla ar pơ dŏng jang,ký quyết định bổ nhiệm
kĭ hla ar rôp,ra lệnh bắt
kĭ hla ar tơdrong,ký sắc lệnh
kĭ hla ar ưh kơ yua,ký quyết định bãi nhiệm
kĭhla,ký
bơngai wĕi,người bảo vệ
bơngai kră ŭnh,người chủ
bơngai kră,người già
mu pơ drŏng,người giàu
kŏ grĕnh,chó gầm gừ
kŏh along chơ choh,chém thớt
kŏiĕ,chó con
kŏm,com
yuôn,người kinh
bơngai kuê̆,người lạ
bơngai grông,người lớn
bơngai juăt,người quen
'de,người ta
mơ mŭh băt,người yêu
kơ bang chih tơanguai,pa nô
kơ chĕng 'ma 'ngiĕo,ngẫm nghĩ
nguôn,nguồn
tơm jơ hngâm,nguồn lực
kơ do`u pơlong,chạy đua
kơ drei prit,nõn chuôi
ngương,ngưỡng
kơ jung hloih,cao hơn
kơ keng hlôm pih 'bơ̆r,kèn môi
kơ keng ĭe,kèn bè
kơ kuh kơ 'bă,chào bố
kơ kuh kơ bôl,chào bạn
kơ kuh kơ ma,chào chú
kơ kuh kơ mih,chào bác
kơ kuh kơ mĕ,chào mẹ
kơ lâp,at
hơjăk,nguyên
kơ nê̆ dêh,ác quá
kơ thơ hla ar bơnê,thư chúc mừng
oĕi lĕi lăi,nguyên bản
oĕi thoi so,nguyên hình
nguyên vât liêu,nguyên vật liệu
anih anơ̆m,nhà
kơ xô̆ jô̆,số đếm
kơ đo nhŭng,bì lợn
kơ đŏng pŭng,cái thúng
kơango ̆ enh,nằm khèo
kơanhip măt,nhắm mắt lại
kơanŏn,ngồi co
kơbah,thiếu thốn
kơche ̆ ng truh,liên tưởng
kơcheh get chai,mẻ chai
kơcheng ling lang,mơ màng
kơchi`k,cà chít
kơchuh lu ̆t,vấp ngã
kơchôp rơ mo,móng bò
kơchĕng ling lang,lưu luyến
bơngai chih tơbăt,nhà báo
hnam pai por,nhà bếp
kơdră kră teh đak,chủ tịch nước
hnam tơ nŏ,nhà cửa
kă sum,nhà kho
kơdâr,hoài
kơdâu he ̆nh,lao vút
hnam kơ măi,nhà máy
kơdŭn,lui
hnam sơlung atău,nhà mồ
bơngai jang mir,nhà nông
kôpal,nhà nước
kơhreh,thương tâm
kơhăl,nản
kơiŏk,truất
kơjap,dặc
jual,nhà rông
hnam kê nhơ̆,nhà sàn
kơka hơdar deh,nhấp nháp
hnam bă yang,nhà thờ
kơkuh du`ch hơ tho,chào cô giáo
kơkuh kơ anho`ng,chào anh
kơkuh kơ mai,chào chị
kơkuh thâi bơ tho,chào thầy
kơkur,chong chóng
kơlâp,vùi
kơm,óng
hnam tĕch bơgang,nhà thuốc
hnam đe mam,nhà trệt
kơmu`ng,cái màn
hnam pơ nă,nhà tù
hnam chă pơyâng,nhà xí
kơmăi pơm rơ ngơp,điều hoà
kơmăl,đậm
kơmĭl,kính
khul mu reh,nhạc công
kơnhrao,cao lêu đêu
bơngai joh hơri,nhạc sĩ
tơm khul hat,nhạc trưởng
'bliowh 'bliah,nhẫn
kơpen găm,cái khố đen
kơpi`t,bấm
kơpla,thường thường
kơpô găm,con trâu đen
kơpô kŏk,con trâu trắng
gơbăt,nhân cách
kơtih,dở dang
kon tring,nhân dân
bơngai kơpal the,nhân gian
măt ŭnh hnam,nhân khẩu
kơwah,nhánh
rơwìn,nhão nhẹt
măr,nhát
kơtăp klao bơbe,dái dê
kơtơh hai,ngực nở nang
kơxeng,lụi
gieng,nhật
dih bơl,nhau
kơđang trong,bước qua đường
kơđe`i,hoằn
kơđông linh,doanh trại quân đội
kơ̆l bơ be,đầu dê
kơ̆l ka pô,đầu trâu
nhiêm ky,nhiệm kỳ
le ̆ch blung,xuất phát
le ̆ch đơ ̆ ng kho,xuất kho
le ̆ch đơ ̆ng li ̆ nh,xuất ngũ
tơdrong pơm,nhiệm vụ
leng kơ,tất cả đều
sơng,nhiệt
pơ tŏ hơyuh,nhiệt độ
li`ng,khư
liĕl,thè
lo ̆ ng akar,lột da
jơma ,nhím
lu`t,cắm vào
lui kiơ̆ yang,mê tín dị đoan
pơxuăt,nhịp
luâk,hác
klul,nhóm
ngân,nhôm
tơdrong wă,nhu cầu
lăm cheng găn,trong phòng
lăm hnam trưng,trong trường
lăm hơioh,lớp mẫu giáo
kơtăc,nhựa
lăm kơplah,trong bối cảnh
lăm kơvăl,trong phạm vi
lăm lăp ai,trung cấp
lăm tŏk bŏk,chính giữa
anhŭm,nhúm
lăp be ̆nh,vừa đầy
lăp jơ hngâm,đồng tình
lăp jơhngơ ̆ m,vừa lòng
lăp minh đon,thống nhất
lĕch blung,ra đầu tiên
lĕch đơ̆ng hŏk,tan học
'lâp,niên
ninh,ninh
lŏu,định
nitrat,nitrat
đĭch,nô lệ
bơ'nuôl,nóc
lơlu ̆t,lấn
lơlŏu,thế này
lẽnh,trá
lề`,chừa
hơpĭng,nọc độc
mach,uế
mai oh pôm mĕ 'bă,chị em ruột
bơ nuôi hnam,nóc nhà
bai tơbĭnh,nôi
mak klĕng rơ mo,bướm trên trán con bò
gố,nồi
mam pơjing,sắ xây dựng
man tơmam ngôi ngơ,nặn đồ chơi
meng,g
dơno,nơi
nt,nội
ming rông,cúng rửa tội
minh ’măng gieng,một tuần
mir 'bum 'blang,nương sắn
ml`ăi,cái pháo
todrong ,nội dung
hapu,nơi ở
bet pam,nơm
mrô,đáp
mul,tạc tượng
mum pơ gar,góc vườn
mâm toh me`,bú mẹ
đoăn,nón
mãk,đắt
mêk,loang lổ
mêu,hề
môch hrơ hrĕng,chìm nghỉm
