Bahnaric,Vietnamese
'bok rơih tang măt,đại biểu
kơgrŭng kơgrăng,tiếng leng keng của lục lạc đeo ở cổ ngựa
hơpô̆i,ốc loại tròn vỏ dài và cứng
rtfwet,thai chết trong bụng mẹ
chơnglôk,í
hơng lu`ng prit,buồng chuôi
suai et tơdrô,say rượu
ĕl ŏl,nướng sơ qua
'bũ,chôn cất người chết
tìu,ngắc
sŏk kang,râu
ctíing ring,thiếu niên tuổi
le teh,tốt biết mấy
cheng leng,tiếng cười rộn rã cô gái
truh tơ noh,cặp bến
tơhlam,thâm sáng
sŭp nhem iĕr,phở gà
hơhrah,bực bội
kleng kleng,ngó ngó
bŏk bŏk,tiếng òng ọc múc nước vào bầu
rơhơk,hêch
eĕ,tiếng rủ nhau
boih,nhiên
bô̆i,bể
adrech kon kơng,dân tộc
hơcham,làm dấu chỗ mình sẽ phát rẫy sau này
anung,cái gói
hapu,nơi ở
kơmăl,đậm
bur,nước cơm
kih kôih,bò sát bò đi đầu lắc qua lắc lại
'nhă,bã
bơgă,rất
Pơgơl,Chỉ đạo
hơtŭp hơtơ̆p,đâm nhiều nhát
kơmol,bồ câu xanh
'brư̆m,tên
pơpông,nở ra
kreh,cào nhẹ
jom,kính trọng
bök,phong
nơ̆r pơ ma,tiếng nói
sơ'beng,xà beng
krô,mọi khi
'bau,bảo
bơn,ngựời
rơlat,lụt lội
hlêp,vương
̆i,ổn
răng,chết khô
gam,gam
chĕp tơ'nhơĭ,nhấc
chen,bát
tơmăn tơl,bảo đảm
adrung 'yĕr,chuồng gà
ngơngit,nặng trịch
rơngâu,hạt mè trắng
rũng khũng,tiếng lăn lăn hòm
'yol blai,tuôn
apăng,lóng  lóng tay chân
hơbrŭm,chỉ ria mép xồm xoàm
dơxoh,phổi
tợịing,sinh sự với nhau
ahrẽi,hiện tại
tat,đối diện
rơhnhă,nô
kơ'nhĕt 'dak,núi bầu quấn bằng lá chuối
tơ'nhươ̆i,trở lên
ning,nghỉ
duck,cô
kroih kroih,tiếng cào gãi sồn sột
hnam sơlung atău,nhà mồ
plei hơpõl,trái bí đao
bơvĭnh,quanh quẩn
hơmu`l,chẵn
pơgăp,cắp đôi
ơ khê,sừng trâu chạng
jơlẽch,cây có hạt đỏ cứng 
bơgê,ban mai
chơkrĕch,khắng
pơhlot,bán cho hết
rơbom,đập giập
ĕch,é
ŏŏ,o o
ngăn the ̆ng,lặng yên
dơnŏng,khó dạy
ia kơ,bay sà xuống
dru,khướu
tai wai tuơh đak,trung tiện
hlơ hlông,sáng tỏ vật lớn
'long blang,cây bông gòn
dơnau,hồ lớn
phong sư,phóng sự
rôp ti,bắt tay
long dơnăng,gỗ lim
tơ pên 'dak,sàn nước
sem đơsuk,chim bắt muỗi
nêng,sộ
babơ ̆ t jên,xài tiền
ŏi,chuối cau
dơdiu,dùn
tơklep,dính với nhau
chơ le kơ vang đon,khuyên tai
pơhrơ̆p,mặc cho
iam,bu
bơblel,liu riu
yok ja ,tro tranh
apôxtôlê,tông đồ
pơxữ,di lại của cải thừa kế
jơlit,đen xì
hmĭt,đè xuống
pơnỡk,sào
ưh kơ alơng,không tốt
khung,thiu
tung ngaihg,cái cùm chân voi
harŭt,giật
nhuang,khảnh
kơmrăm,nổi tăm
pơtui,cỏ chửa bệnh
dih tŏng ka,cái vó
đông viên,động viên
rơkit,cây lớn
hơlĭm,bọ rẫy
ling lang,mãi mãi
hiôt,ru bé ngủ bằng cách đu đưa hay nhún
kul,rong
awat ơn,làm gấp rút
chrang,giọng to và rè
tơboy,dựng đứng
chrŭm,tiếng ùm của vật lớn nhảy hay rơi xuống nước
hmă hmeu,măng mới lú kim
găt,siêng năng
h'yoh,đứa bé
'brôk,lôm
hơ bĕn blõng,quần âu
hơdrông hơbâu,bộ lạc jrai 
chong hơnong 'ba,phát rạ
pơ'ngleh,xóa nợ
pơ'dăp,bàn bạc
hơjuăng,chỉ vật có hình sáng thoi dài
lêl,hèn
adrơi,chào giã gạo
pơrơngei,giải phóng
tơgrẽn,gầy còm
rơwứh,dạo
em,ô
minh hĕi,một chốc
chhek,mâu
pơkrỡng,vây giữ con vật ở một chỗ
rơmanh,chướng tai gai mắt
rơmêng,làm nhẹ tay
jơk alơ ̆ ng,xanh lơ
gơdĭm,tỏi
'ngrơ̆i,sực
rơtă,bằng phẳng và cao
jơlỡng,dân tộc phía đông kontum
anih anơ̆m,nhà
pơyêr,gây nguy hiểm
hơdru,lúa đã giã chưa sàng đầy
hơnap,người ăn cùng một bàn
tơ pôl sem,bầy chim
bơlơ̆ng,đần
jü pơliă,gây bất hòa
ame,nấng
'luĭl 'luĭl,ngoe nguẩy đuôi
dơbŏng,chĩa
khŭl nhôn,nhóm chúng tôi
lơm rim drong,trong các
chơ choh anhe`m,băm thịt
hueh,hỏng
mak klĕng rơ mo,bướm trên trán con bò
Kyê tŭk sa,Ký túc xá
nơt,ngơi
'dêl 'dăi,giống như trước
'boh,hiện ra
phe,rạo
ŏm,không muốn
tôn chinh,đánh chiêng
tơhngâm,chào nhau
hamui,đau đầu thoáng váng say rượu hoặc đau ốm
ống nhíing tăng nhrăng,ngà ngà
rơmõl,khúc cây
tơdrong 'blok hơdrơr,duy vật lịch sử
bĭ anhŏng k,còn anh
tơjil,báng lộn
duh lĕi lăi,như vậy
kơjăp dêh,vững mạnh
drỡng,đồng ý
anhur,hạ xuống
tơh lo ̆ u,xác định
'nhŭ,giấm
bơlut,ghè có hoa văn quấn quanh thân
rang rẽl,cây đậu khấn
kieng,chim
ji ̆  hơlo ̆ ng,viêm họng
web,trang web
milimet,milimet
'bưch,tùy hứng
huăi,mặc kệ
'long hơ nong,đòn gánh
rơgĩil rơglăl,nốt nổi trên da
bong,nọc
jơpẽt,thoi bóp
sư̆ ăn,nhường
hơ nah 'long,mầm cây
chraik hơwak,nói bắt quàng
môn,môn
tơtơt,gọi chó về
drŏng sŏk kơ̆l,sợi tóc
juêng,dụng
lơ̆p khơ̆p,tiếng lập cập của mõ giập đuổi chim
wơ ̆l jrok,lầm lối
anĕ,đừng
pơlõng hoh,thấy gì xin nấy
hơ̆m rŏ kơ,nghi ngờ một khả năng
tơ klah tơ klang,toán loạn
kơtŏng,đu dây
hơbăn găm,cái váy đen
wa,trọng
tơnũng,cây vừng
pơdŭk pơdăk,tiếng đánh lộn rầm rầm
pơpôk,phong chức
phô̆,vỡ toác ra
ngui,mọng
kơjol,cây dú dẻ
tơkoh,giao chiến 
tơctìỉ,đuổi chó 
apơ̆n,chăm sóc
blôl,blol
coli,virus e.coli
chruh kơ̆r,ăn tết
klău,ốc sên
bơngai chih tơbăt,nhà báo
hơkô hơkap,các loại bẫy
hawat,chim cút
chơ'ngưi,thấy rõ
kơlai,tái mét
hao kơ pô,cưỡi trâu
hrul,vắng
tơđrah,rừng thưa
ưh pơ ư,khiêm tốn
jiêt,gọt
kơnăm,khuyết
chue,vận
sang glang ,đẹp đẽ
lơlĕp,cầm lỏng lẻo
hloh kơ i`nh,hơn tôi
hơngơ̆t,suyễn
pơtơ̆p,bày
anhơl,giơ cao
hơlih,sụt
ưu điêm,ưu điểm
hoan grŏ,thần kinh tọa
dơgiêng,xum
anhê̆,dễ khóc
tơgrih,danh dự
tơdĭu,u ám
gao,kê
lin,lợi răng
blŏ blŏ,nuốt không trôi
bre hăp,hépl hai đứa
rơ'bỗng,mau bể
rơmal,cây gỗ trắng
bơngai jĭ,bệnh nhân
tơtat,đối điện
lu`t,cắm vào
kơlông,cuộn
hyôk pơtơnh,hài hước
'dom,dính vào
tơblờr,đường trơn
chôh,nở
krăng krăng,tiếng cắt lúa xoàn xoạt
hla ar pơcheh hơri,bản nhạc
hơmơ̆m,sưng phù
'blia,bằng
chrech chroch,chỉ kẻ trước người sau
'măng,lần
tơxĩ,đổ vỡ
rao,thông báo
sưt rŏng,quay lại
grĕnh,gầm gừ
ninh,ninh
tơ tuh khăn,dũ chăn
pơkau 'ba,bông lúa
rơbăn,đường trang trí trên ge
mai noh,ông già
bơjao,giao cho
axơ̆ng,bay lượn
hrơ̆k,găm vào
chơplâu,hô răng  răng nanh lại ra ngoài
nheng rơnheng,chỉ đuốc đang cháy nhỏ
arăk tiu,cứng
rơh rơnh,cầm giác ớn lạnh trước khi đau
kech,người tàu
anu mao gôh pơgloh,khoẻ
kĩlô,kilôgam
sem tơ rong,gia cầm
brơt,cướp giật
pơ'lek,bị sứt da
kơanŏn,ngồi co
hơnăt,hấp tấp
kuh kah,kiến đen to
jơhuat,trang hoang ghè bằng vải màu
pơhĕl,gây buồn phiên
chưn,ham mê
hơtâp,đấm
păng bu kng,với ai
anal,máy in
krĕo rơ mo,thiến bò
hiôm,ẩm
pơđi`,dốc
rang ja,cây sa nhân
pơgring pơgrang,"tiếng ""leng keng"" của lục lạc"
huơ ̆ r gre,lái xe
gruơi,gruei
hua,khỉ có đuôi dài
ca,ca
bơngai jang mir na,làm nông
au,áo
gơdi,phạt vạ
akei,bờ vực thăm
bek tơ pă,béo thật
hiơt đĭ dunh,quên lâu
tong tang dŏ,chiếc ghế
jơgông,lớn và cao
'bok bul,nhân vật hoang đường sống trong rừng
atong,máng lúc vật
rơvơn,rảnh rỗi
pơ'dunh,làm lâu
hiĕr hiĕr,sáng nhấp nháy
hnam wê̆i vê tơniam gĭt,bảo tàng
kơdơ̆l,bông gòn sạch hạt
hroh,giã lần thứ hai
lươ̆ng,lượng
hlŭ hlơ̆,tiếng cách cách chặt cây
plŏk,hé
xah,hăm
xe hơ yuh,xe hơi
tơchă,tìm nhau
jơhngỡm,hơi thở
we ̆nh sôm ao,vắt quần áo
po'lok,móc hoa
le ̆ch đơ ̆ng li ̆ nh,xuất ngũ
hơtŭ,đốt ngắn tay
chrĭ,hôi hám
chơ'bathan,cành
pơnai,đũa bếp
pơtum,khối u dưới da
pơtrăl,làm tỉnh thức
brư,dữ
'nơ̆k  'nơ̆k,đi thong thả đều bước
chã juang tơmang,du lịch
crsd,crsd
chơngưt,nặng tai
ưh sơđơ ̆ng,xao xuyến
chonh,mua
kơtam,con cua
hơbloch so ̆ k,vuốt tóc
lưk lương vu trang,llvt
tơhmơt,quen thói
lề`,chừa
to ̆ t,xâu
duing duơng,cá vẫy đuôi nhẹ nhàng
juăt kơ nê̆,tật xấu
krăt,sượng sùng
pơdua,xui xẻo
kơ tơh,ngực
bơlê̆,bỏ nhau
hơwĕng,nổi nóng
gơxŏng,con tôm
ưh kơ mah,càng thiếu
tơlang hông,trống vách 
pơ'nỡm,ấp trứng
yăl arih,sinh trưởng
phut,phút
hơmal,cây có lõi trắng
kơyôh,hơn hết
'mrơm phao,đạn
geng gong,hình chữ chi
bơbe bram,dê đực đầu đàn
pơnat,sắc bén
ai bĭ mah,không may
rơheng,im lặng
'bơblâu 'bơblĕng,không thấy nước
trong chem chom,đường hẻm
bơngoi,chán nản
ngân,nhôm
kơ pen,khố
ktăp,trứng
'lơ'lĕk,nhức mỏi
khanh,khánh
chôl mơmôl,lại thôi quay về
'blơr,láo
ngar,than hồng
kơchar,đẻ nhánh
sơ đong sem 'brih,bẫy thú rừng
hơru hơra,mọc chi chít
tơngah,trong thời gian
kơxơ̆m,rau răm
minh ’măng gieng,một tuần
bok bơ jâu hơmăt,thầy phù thủy
pơ yan phang,mùa nắng
chơkŏng,giàu sang phụ quý
hơmuơ̆n,cây cốc
ttf'bonh,xoắn
'dăo,đáng kiếp
an ninh,an ninh
kho,chiên
lơlŭt,cẩu thả
pơpi anhui,hun
kơdrưh,uy tín
pơtop,nẹp lại
chep chơ,vận chuyển
alưng,lợi
pơhơ̆t,ngộp thở
yang kông ,thần núi
bơbrêk,chỉ tàn lửa văng ra
pơglơ̆k,gây chết đuối
phân phô̆i,phân phối
huin,nước đứng do có vật cần
ten tơnen,ở yên một chỗ
ngŭr,màu sắt nung đỏ
ha'lơ̆p,trẻ em
kơchit,chiếm đoạt
kăt,cắt
to ̆  dreng,nắng vàng
chư̆,miễn
hĕl hĕl,lửa đỏ rực
tơnglang,giọt
'năp,cái thóp
pluak,rút lấy một cách nhẹ nhàng
ngơngŏk,không chờ đợi
praih ,dàn
lơi,tiền lãi
jrâu,rắc
chă yuô,chuyên dùng
chăr along ŭnh,chẻ củi
klôh,tô lớn
pơwing,làm nước đứng yên
dơmônh,ngày mốt
anô̆ ană,sau này
hê,hệ
Kơtuôih,Cũng
khok kơ ting,hóc xương
huan deh,đanh đaá quá
luôih,cởi
anŭm,chòi lá sơ sài
khưn,bẫy dây
adrăng,cán dài
nơ̆r pơ wih,động từ
hơ'mơt,mò mẫm
hơđa,gang
ao hŏp kơ drăng,áo lửng
ayang,liêng
'brơ̆t,soạt
drăkăn,bà
biơ̆ng,đánh vần
kơtat,cục tác
kơnĭt,đáy
klăng dŭng klăng,rờ
pơpăk,tiết
dăm,thanh niên
sơlah,rẽ
^'mỡt^,thẳng
anglăng,loại lá rừng 
năr tơ ning,ngày mai
ngơ̆n,ngân
bơih,chim tìm kịp
găl,cần thiết
kơ năr dơ̆ng,buổi trưa
adrâu,cái xăm kéo cá
kơkreo,ầm ĩ
tơmuổt,nối dây lại
hơtô,bầu cụt cổ 
dơdơ̆r,ồn
pơđĕch,tranh thŭ
nguôn,nguồn
rơxơng,nhảy vồ
phe 'ba  ,thóc gạo
hơnĭh,cơ
mĭnh dong doi,một dãy
lơ̆ng gơ̆ng,nước chảy làm cây lay động
hơdrơ̆,trúc hơi trước khi chết
hatra hatral,chữ vật rơi
hơdrum,vòm
pơiăp,án
kơmlông,trăng trắng
hnŏng hnŏng,bụng no
hơpêl,một loại dây leo dùng lá nấu tắm để giải vui dẻo
tơtơy,run rẩy vì sợ hay lạnh
chơyep,dép
plĕi boh nul,quả me
hơmol,đầu lòng
rơgeh,sai trái
klang puh,khăn nhỏ làm hiệu trong chiến tranh
bơdrang,dân tộc thăm
'brỡm,mũi tên
jơdrơ̆u,cái vợt
radê,dân tộc ê đê 
lơnŭn,truồng
he hĕr,chảy xăm xắp
pơ yan 'mi,mùa mưa
'năr 'năr,ngày ngày
tơbiông,hình buông
kơk,sam
chek,gạch đường
gơlek,màu sự
anol wơ̆ng,vũ
'bok pơ jou,thầy bói
kơlang ping,con bữa củi
alăk,dừa rừng
sem kơkìít,chim sọc trùn
gong,gáy
chŭr chŭr,chim đáp muỗi
ptftir,liền nhau
mw,mw
ham,tám
ptfxei,thanh mình
tơ'dưk,nhất nặng
lô̆ khô̆,tiếng lạch cạch của gỗ đập vào nhau
pơngok,đổ nước
amông,buồng
beng,chen lấn
‘boh đei,chứng kiến
nil,lềnh
kơn,loại khăn nhỏ
hiĕch,đác
'bơp 'bơp,miệng nói mà không làm
bơtẽm,dán
lơlŭk 'lơlăk,lúc nhúc 
mơliơn,rờn
blĭ,kỳ ghét
đuôn,mũ
hrâp ao,mặc
pơhong,làm sứt mẻ
tơtơl,đối đáp
ưh tơplih,không thay đổi
dă 'biơ̆ bơih,đỡ rồi
gơxĕ,màu xanh lá cây
dơmông,cồ
ngir,sưởi
pơjĕi,giành
apang,cãi vã
tơpai brih,con thỏ rừng
pơgõ,ép buộc
pơ'duih,xả rác bừa bãi
năm tơ 'bôh,cho thấy
ơn,hành động
pơtol,làm cho đui mù
'brăk 'brăl,chỉ khoang đen trắng
gal,ghen
khong,khai
'ngrơ̆t,sừng
klo ba,con chuồn chuồn
hơjăk,nguyên
srok,đơm
tŏk bŏk đak dơxĭ,thái bình dương
kin,nọng cổ
hayâu,loại cây rừng
ũch,một nhóm
trôm,lỗ
'brổk 'brỡl,có khoang đen trắng
tơno`k,gáo
pơdơ̆r,ói
tơ'bong,mõm
pơkrăl,làm đông
pluh,trổ
bơyat,đi đi lại lại
hơkun,cây không được phép đụng tới
'blĭt 'blĭt,ngỡ ngàng
kơtŭn,thụt lùi
tơkual,từ chỉ tính từ
bơgê sruôih ,sáng sớm
pơmăk,thấy kệ
dônh,lượm
pơhiơk,giảm bớt công việc
hơ'ngưk,một loại bọ rầy
atak,ngỡ
ôr tơ ke`ch,gầm thét
bat dih bal,yêu nhau
chiu,có cảm giác
hin,nghèo
mô hinh,mô hình
pơgrak,tiếng nước sôi
gơraxia,hồng ân
tơplõi,tơplong
jơkêp jơkap,ló đầu ra
anhik,cuốc
alăk alal,và số kể
grung grang,chỉ dáng đi uyển chuyển
apuih,dọn
hơmŏt,con rệp
dơhlĕnh,có duyên
bơ ngai iok yên,thuế
jôt,loại hơi lớn
chơdreh,tiếng đất
gŭi,trái gùi
nhẽt yă yôp,mắc cỡ
tơ 'ngiah,móng
hon sơnĕnh,mọc răng
chrĕm,buốt
adrok,da hay vỏ cứng thú vật
adruĕch,thon dần lại
atô̆,hâm nóng
'băk tơnam,đeo hạt cườn
anha,sai bảo
gueu,tối tăm
êp,loại gùi lớn
jơgôk,cá lớn
pơ'bot,đeo cho
anhĕu,nhó
hĕn hrek hrok,ho lao
harei,hiện nay
yok 'long ŭnh,tro củi
hrơ̆p hrăp,tiếng ngựa phi
pơxĕl,hoang vu
chal,vùng đó
'jíing 'jrăng,tiếng chiêng trông hỗn hợp
kĕu,nghéo
mĭ yăng ,mẹ ghẻ
kơlăng hăng,bọ xít
pơng lơng,con bọ rầy
chơ̆m'bai,chấm bài
khoang,khoang
tơhren,ốm giơ xương 
'ngam,ngọt
dang har,cây đặt chéo 
'nah,kẻ thì
klik klang ,ồn ào
mơmaĭ,bọ mạt
hu ̆ i ho ̆,lác đác
bük,chìm
jŏng,ngóc đầu
nơ pơ đă,câu đố
sưa chưa,sửa chữa
blĕng,nhút nhát
jô̆ kơl  bơngai,đếm người
hrui,bắn
'blŭk 'blŭk,tiếng nước chảy ùng ục
rơhai,mác
liên nganh,liên ngành
chư̆k,chức
drăk,dụng có lấy lửa của người dân tộc thuở xưa làm bằng dây mây
bơdŏ năng,so sánh
rơreh,run rẩy
hơdro axi,con ve sầu
chơnơ̆n,chính yếu
phêu,thoả mãn
'buăn,cúng thần
jrung wai brai bôr,đã đính hôn
sơmah sơmat,cúng bái
ha,bì
Gô r̆ap,Quản lý
hmŏm hmĕch,ngồi nghe
pŏm,nụ nấm
pu,trong chuyện cổ tích
hơgơn tang do,kê ghế
nĕn,nhỏ nhất
brei,chỉ hàm răng đều
gơhlâu,kim cương
tơ'jring,tiếng trống
lãm plenh teh,địa lý
sư̆ tơ'boh ăn kơđe,trưng bày
kơmung,màn
pơdơ̆l,nài nỉ
dô̆ song dih băl,chia nhau
'nhek,nhe
chơkeng,xô đẩy
rơbong,mương nước
'bŭh,nướng
kơtet,mồng đóc trong âm đạo
gang,dây cườm đeo ở cổ
'năr dưng,trưa
trât,trật
pơhiang,càng ngày càng suy nhược
glot,tanh
jơ hngâm pran,sức khỏe
booch bôch,tủa ra từng bầy
kó chă druh,chó săn
chang,bận
'bŏk,giản
pơwat,vạch rộng ra
pơ̆drong,tộc
anih vaih kơjung,đơn vị đo độ dài
hah,khích
nhơ,dâm
bơneh,tối đa
kơmak,thanh củi chẻ
lăn,lắng
lui kiơ̆ yang,mê tín dị đoan
'bok kla kơđong,báo
kô̆,hả
kuăk,chụp móc bằng móng
blŭl nhlŭp,chí vật lớn trồng lên hăp xuống
bơdreh,điểm báo
mơ nhal,chói
'lĕp,nhơ
khĕi 'nơ̆u,tháng này
chơmreh,nhánh cây
'leh,mắc bẫy
gơlŭm,chỉ lửa cháy phủ lên
pơmăm,ướt muối cá làm mắm
ttìil,xạ
khĕch,trung quốc
jơmrăng,cây rừng
gleng glăp,tối tăm mù mịt
chup,chồm lên
'năr abri,hôm qua
khŭl tơdăm kong san hô chĭ minh,trung ương đoàn
pơvat,đủ bữa nay
tơdrong ho ̆ k,việc học
tơchơm,tông nhau
pơhlơp,làm kín đáo
krêng,lúa sớm
blơ̆ng,nhỏ nhẹ
hoan,nóng tính
gơgơ̆r,chảy ròng ròng
td'nglel,ngồi chễm chê
hơnhău,xóc
pơmổm,cho bú
jah tơ te`nh,khẩn cấp
cho hmŏk,thìa
'long kơdrưng,cây cổ thụ
ro ̆ l anhe ̆m,xay thịt
bring brông,kẻ ca rô
'brih,râm
rơng rơnga,chó theo cái
ben,thanh nhỏ cột ở đuôi diều
pơgei piêu,duy trì
côt,cốt
pơnguan,tập cho biết vâng lời
adral,đánh dấu
tơntìil,thình lình
gonh,viền
amrĕ,ơt
bơxrei,bệnh sởi
aninh,phòng
tơhyei,ửng hồng
logistics,logistics
chơklô,chỉ lưng còng
jưng kông ,chân núi
kơpŭn,loại dơi nhỏ
rơmôih,vuốt ve
'nu,một
tẽp lẽp,nhiều đứng hay ngồi sát bên nhau
hiưng,rưới
bă hơ kăn,cha vợ
hơmroh,sắp xếp
gơxăi,tát nước
pơgrơ̆m,cãi
hơpok,thăn
ară,còn
'ding but,nhạc cụ 
kơchu,vội vã
'brŏu,vàng
gŏl,bướu của bò đực
pui pul,chỉ làn khói thuốc bay lên
lưk lương,lực lượng
hleh,bẻ bắp
hơngôl,chất thành đống
dũk,nhào
nhôm,có vẻ
jră năng,đánh gia thử
pơkoh,gắt gỏng
yaih,dỡ
heh heh,tiếng gõ cốc cốc của chim gõ kiến
blok,nhớ
hơ na,rán
kleng năm kleng sưt,lắc lư
tơnglăp,hộp
pơxoch,phong phụ
bi ̆ ch tơ glăng,nằm lăn tròn
pơplỡ,bươi
'bum khoai,khoai
kriêm,kriem
chơnin,loại củ rừng
kơp ô tơ no,trâu đực
krôl,thuốc kích thích
plĭk plăk,thọc tay vào đơm hay hốc đá trong nước
nông san,nông sản
priêu,về
go ̆  hlôh,xoong thủng
rơhẽnh kơne xa 'bum 'bỉang,để lại vết cắn  pơhăng kơne xa bum ơlơnga chuột ăn củ mì còn để lại vết răng
kơđin,cây đinh
aguôt,cạp
bơblông,ngùn ngụt
'beng,đường
rơlăng,mừng chiến thắng
bơnga1 luôch,thi hài
cỗ,vợ
hơ jŏm rơ,rèn rựa
chơhai,thác
alăng,khôn
'ngơ'ngă 'ngơ'nghĕch,dáng nhiều người 
krơ'bang,cái bàn
kaly,kaly
tơkiẽn,cái nhẫn
têt nguyên đan,tết nguyên đán
klơng,đội trên đầu
pôt,chim cúc
biữ,cột tạc hình người quanh hàng rào nhà mồ
lơ̆n,đảo
chroch so ̆ ng,vót chông
kiêl klŏng ,vực sâu
riêng hơyô,săn bắn
tơdrong pơm,nhiệm vụ
tơkrao,kêu nhau
'dik,nâng lên
lat,bẹt
lep,châu
lơlêng,thờ ơ
bơbrĭng,san sát
pluơh,lên da non
kơpen găm,cái khố đen
nhăo,thịt bầy nhầy
thôi thôi,nhảy nhót vật lớn
tơ'brônh,lốm đốm
chơmrưh,lọ lem
hmĕng,loại muỗi kim
ba hnông,đòng đòng lúa
rđmet,sửa đoạn
kơpŏng,cây
'blo,tự kiếm
jrok kơ trong,lệch đề
gah rong,sau
kring,chim bồ nông
bră,dây tròng đan bằng mây quấn quanh cổ trâu có
tơ pôl kŏ,bầy chó
gach,gạch
jơjuẽng jơjuăp,khei mù mịt
kơu,khăn
ưh kơ lŭ,không ngả theo chiều
agrĕ,nghiêng
krĕp krĕp,tiếng đi lộp cộp
kat,gặt
chơhoi,ống nứa đặt ở quan tài để nuôi người chết
'bu,chồi non 
'lê̆p,nhởn
hlor,cá lòng tong
huit,cảm thấy chóng mặt
tơdrŏ,khuấy động
kul kil,bị mắc lưới
kơchong,hướng
'brêk,vô
kuich,sừng quặp xuống
rơnŭng,lươn
achep,lang củi để dưới rằm nhà
tăng tep,gùi dẹp có ba ngăn của người yhnang
chre,tỉa
kŏ kiĕk,con tò vò
anglâu,ngón tay chân
dră kăn rơneh,sản phụ
'nhir,dim
tơdũng klũng wôk,rền vang
a,nên thân
pơđôr,phình ra
akar,da
pơglang,chữ thập
rơmăn,dịu
'mem,thương
'bin,pin
drơ̆,xốc lên
rơkâu,chông nhau
thar,chạy đến
ưh kơ măm,không bú
tơtõl,đỡ nhau lên
a kâu 'do lôch,xác chết
krĕm,gầy yếu
lĭch,cuốn lịch
huai,chuộc
kơlâp,vùi
kơxa,cây gỗ dẻ
brăng,đen
kơniêng sâu,nanh sấu
tơngơl,chủ nhà
ar,cây đước
chơprê,đam nhiều nhánh
yôm,thấm
dang dŏ,ghế
jên biêa,vốn ít
bơbroih,khô cứng
'nhĕng,mang theo
kơdơ̆p,che đậy
hral,chưa ngủ
chơmŏp,bĩu môi tỏ ý không đồng tình
hmai,tràn
đĕi jơ hngâm,sảng khoái
ŭnh hnam hiôk chơt,đầm ấm
phap luât,pháp luật
ưh kơ hlôh,không hiểu
pơdŏdđg,bênh nhau
ngưp,âm u
hơnĭh nơr pơma,cơ quan ngôn luận
kơdo,voi đực nghé
jich,dịch
gyăng,kiêng
biư̆k,thực tập
atŭm lŭm lăm,lên lên
tơ tuh hơ ben,dô quần
chôt,trở
tơmum,ở xó
chuyên nganh,chuyên ngành
pŭ yoch,oan
hơgơ̆m,tùy ý
plung duk,thuyền
guah,hoa mít không đậu
năm tơ bri roh,đi vào rừng
khia,khóa
'nhi 'nhĭp,nháy mắt liên tục
rơpông,cá măng
pơhôp,kiêu ngạo
bơtơng,chỉ bụng căng to vì ăn nhiều
lơk,ván
tơdrơl,mốc ranh giới
dak mơ̆k,mực
teb'đak,quốc gia
pơluỡn,bắt nuốt
khŏ khŏ,tiếng cốc cốc
tăk tai,ngồi thả thông chân  
xuyên,xuyên
'bơblut,buồn ñôn
tơga,tấm bảng chiến thắng
thôt,tháp 
anho`ng oh pôm b`ă me`,anh em
grơ̆,chim kên kên
bơlôk,nuông chiều
tơnồ,như là
kưh,thích
kơep,rết
dai mai,loại cây có gỗ đỏ
hnhĕl hnhăp,điểm sáng nhỏ
trum,nước nhuộm
pjo,võ
kă sum,nhà kho
ttf'bit,đầy ngang miệng
bơyôn,chuyển từng đoạn một
pơđêch,cố
rơkhêu rơkhao,chỉ nhánh cây ngỗn ngang
atay,hung dữ
fê,phê
tơ'đưk,vang dội
le,dừ
angơn ako ̆ u,vươn mình
dŭl dăl,chỉ trái lớn tòng teng
adrơu,nay
'băr gõ,xoay
chhơ̆,họa
êê̆ kưu,tiếng hoan hô reh mừng
bơbrĕt,lạnh buốt
'nhui,khói
kơ bơnê,ơn
k’nang,k’nàng
mu dră kăn,đàn bà
trong kơ long,đường lối
yŏng kră sut,ong chúa
'broch,ỉa són
kươ̆k,cước
đak tơ nueng,biển hồ
jương,giường
hơhiu,oi
bơlŏ,cảm
ngih,tưởng
töng,đọng
dơyoch,người hay vật đứng thẳng
yuă,căt
huan,gân
pioh,duỗi tay
pơjin,phát triển
jơmuk,dận
tơnglơ̆p,cái nút
dŏng dŏng,gà trống khoai
'bâu,thơm
tơkơ`l,bị ngã
hơbŭ,đấm bằng nắm tay
dreng akoy,hạt cười nhỏ 
ngơngat,choạch
pơanhang,đổi thừa
hơkat,đọc lời thúc tụng
jeh,dân tộc jeh
vĭt,việt
kơpit,ấn dấu
rơtê,dây leo
pơpỡr,làm bay đi
oĕi ti,ở phía trên
chơlah,ngã ba
sinh hok,sinh học
hlak hla bơ,tờ giấy
pơxa,thanh giật để chỉ khít lại với nhau khi dệt vải
tơtũk,làng phụ
akĕ akĕ blong blong,mảnh mai
hpal,cối
glông glông,ngọn lửa cháu bập dùng
hơô,dứ
hơhơk,rượi
sriêng hŏnh,khô héo
dơno,nơi
tơ amêm băl,thương lượng
'lơ̆p 'bềnh,vơi
'deu,queo
triên,triển
đak ngom boh,sương muối
kơtul kơlang,chùm lá ở đuôi diều
kơwĭm kơwĭp, bặm môi 
bi ̆ ch cheng,nằm nghiêng
tơdỉng,suối thời gian
chih akău,xăm mình
kơkă,nhai
adrêch,nòi
biao,mựơt
kŏp,một đôi
'bươ,bừa
plĕi bơ lău,trái cau
chơkhong,nhô ra
bơnôh dih bal,giận nhau
